PAO1_ID,Name,Product.Name,PA14_ID
PA4117,bphP,"bacterial phytochrome, BphP",PA14_10700
PA4118,,hypothetical protein,PA14_10680
PA4119,aph,aminoglycoside 3'-phosphotransferase type IIb,PA14_10670
PA4120,,probable transcriptional regulator,PA14_10660
PA4121,,conserved hypothetical protein,PA14_10650
PA4122,,conserved hypothetical protein,PA14_10640
PA4123,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,PA14_10630
PA4124,hpcB,"homoprotocatechuate 2,3-dioxygenase",PA14_10620
PA4125,hpcD,5-carboxymethyl-2-hydroxymuconate isomerase,PA14_10610
PA4126,,probable major facilitator superfamily (MFS) transporter,PA14_10600
PA4127,hpcG,"2-oxo-hept-3-ene-1,7-dioate hydratase",PA14_10590
PA4128,,conserved hypothetical protein,PA14_10570
PA4129,,hypothetical protein,PA14_10560
PA4130,,probable sulfite or nitrite reductase,PA14_10550
PA4131,,probable iron-sulfur protein,PA14_10540
PA4132,,conserved hypothetical protein,PA14_10530
PA4133,,cytochrome c oxidase subunit (cbb3-type),PA14_10500
PA4134,,hypothetical protein,PA14_10490
PA4135,,probable transcriptional regulator,PA14_10480
PA4136,,probable major facilitator superfamily (MFS) transporter,PA14_10470
PA4137,,probable porin,PA14_10440
PA4138,tyrS,tyrosyl-tRNA synthetase,PA14_10420
PA4139,,hypothetical protein,PA14_10380
PA4140,,hypothetical protein,PA14_10370
PA4141,,hypothetical protein,PA14_10360
PA4142,,probable secretion protein,PA14_10350
PA4143,,probable toxin transporter,PA14_10340
PA4144,,probable outer membrane protein precursor,PA14_10330
PA4145,,probable transcriptional regulator,PA14_10320
PA4146,,hypothetical protein,
PA4147,acoR,transcriptional regulator AcoR,PA14_10290
PA4148,,probable short-chain dehydrogenase,PA14_10280
PA4149,,conserved hypothetical protein,PA14_10270
PA4150,,probable dehydrogenase E1 component,PA14_10260
PA4151,acoB,acetoin catabolism protein AcoB,PA14_10250
PA4152,,probable hydrolase,PA14_10240
PA4153,,"2,3-butanediol dehydrogenase",PA14_10230
PA4154,,conserved hypothetical protein,PA14_10220
PA4155,,hypothetical protein,PA14_10210
PA4156,fvbA,FvbA,PA14_10200
PA4157,,probable transcriptional regulator,PA14_10190
PA4158,fepC,ferric enterobactin transport protein FepC,PA14_10180
PA4159,fepB,ferrienterobactin-binding periplasmic protein precursor FepB,PA14_10170
PA4160,fepD,ferric enterobactin transport protein FepD,PA14_10160
PA4161,fepG,ferric enterobactin transport protein FepG,PA14_10140
PA4162,,probable short-chain dehydrogenase,PA14_10130
PA4163,,hypothetical protein,PA14_10040
PA4164,,hypothetical protein,PA14_10020
PA4165,,probable transcriptional regulator,PA14_10010
PA4166,,probable acetyltransferase,PA14_09990
PA4167,,probable oxidoreductase,PA14_09980
PA4168,fpvB,second ferric pyoverdine receptor FpvB,PA14_09970
PA4169,,conserved hypothetical protein,PA14_09960
PA4170,,hypothetical protein,PA14_09950
PA4171,,probable protease,PA14_09940
PA4172,,probable nuclease,PA14_09930
PA4173,,conserved hypothetical protein,PA14_09920
PA4174,,probable transcriptional regulator,PA14_09910
PA4175,piv,protease IV,PA14_09900
PA4176,ppiC2,peptidyl-prolyl cis-trans isomerase C2,PA14_09890
PA4177,,hypothetical protein,PA14_09880
PA4178,eftM,"SAM-dependent methyltransferase , EftM",PA14_09870
PA4179,,probable porin,PA14_09850
PA4180,,probable acetolactate synthase large subunit,PA14_09820
PA4181,,hypothetical protein,PA14_09810
PA4182,,hypothetical protein,PA14_09790
PA4183,,hypothetical protein,PA14_09780
PA4184,souR,sarcosine oxidation and utilization regulator SouR,PA14_09770
PA4185,,probable transcriptional regulator,PA14_09760
PA4186,,hypothetical protein,PA14_09750
PA4187,,probable major facilitator superfamily (MFS) transporter,PA14_09740
PA4188,,conserved hypothetical protein,PA14_09730
PA4189,,probable aldehyde dehydrogenase,PA14_09710
PA4190,pqsL,probable FAD-dependent monooxygenase,PA14_09700
PA4191,,probable iron/ascorbate oxidoreductase,
PA4192,,probable ATP-binding component of ABC transporter,
PA4193,,probable permease of ABC transporter,
PA4194,,probable permease of ABC transporter,
PA4195,,probable binding protein component of ABC transporter,
PA4196,bfiR,BfiR,PA14_09690
PA4197,bfiS,BfiS,PA14_09680
PA4198,,probable AMP-binding enzyme,PA14_09660
PA4199,,probable acyl-CoA dehydrogenase,PA14_09630
PA4200,,hypothetical protein,PA14_09610
PA4201,ddlA,D-alanine-D-alanine ligase A,PA14_09600
PA4202,nmoA,nitronate monooxygenase NmoA,PA14_09580
PA4203,nmoR,NmoR,PA14_09570
PA4204,ppgL,"periplasmic gluconolactonase, PpgL",PA14_09550
PA4205,mexG,hypothetical protein,PA14_09540
PA4206,mexH,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,PA14_09530
PA4207,mexI,probable Resistance-Nodulation-Cell Division (RND) efflux transporter,PA14_09520
PA4208,opmD,probable outer membrane protein precursor,PA14_09500
PA4209,phzM,probable phenazine-specific methyltransferase,PA14_09490
PA4210,phzA1,probable phenazine biosynthesis protein,PA14_09480
PA4211,phzB1,probable phenazine biosynthesis protein,PA14_09470
PA4217,phzS,flavin-containing monooxygenase,PA14_09400
PA4218,ampP,AmpP,PA14_09380
PA4219,ampO,AmpO,PA14_09370
PA4220,,hypothetical protein,PA14_09350
PA4221,fptA,Fe(III)-pyochelin outer membrane receptor precursor,PA14_09340
PA4222,,probable ATP-binding component of ABC transporter,PA14_09320
PA4223,,probable ATP-binding component of ABC transporter,PA14_09300
PA4224,pchG,pyochelin biosynthetic protein PchG,PA14_09290
PA4225,pchF,pyochelin synthetase,PA14_09280
PA4226,pchE,dihydroaeruginoic acid synthetase,PA14_09270
PA4227,pchR,transcriptional regulator PchR,PA14_09260
PA4228,pchD,pyochelin biosynthesis protein PchD,PA14_09240
PA4229,pchC,pyochelin biosynthetic protein PchC,PA14_09230
PA4230,pchB,salicylate biosynthesis protein PchB,PA14_09220
PA4231,pchA,salicylate biosynthesis isochorismate synthase,PA14_09210
PA4232,ssb,single-stranded DNA-binding protein,PA14_09200
PA4233,,probable major facilitator superfamily (MFS) transporter,PA14_09195
PA4234,uvrA,excinuclease ABC subunit A,PA14_09180
PA4235,ftnA,bacterial ferritin,PA14_09160
PA4236,katA,catalase,PA14_09150
PA4237,rplQ,50S ribosomal protein L17,PA14_09130
PA4238,rpoA,DNA-directed RNA polymerase alpha chain,PA14_09115
PA4239,rpsD,30S ribosomal protein S4,PA14_09100
PA4240,rpsK,30S ribosomal protein S11,PA14_09090
PA4241,rpsM,30S ribosomal protein S13,PA14_09080
PA4242,rpmJ,50S ribosomal protein L36,PA14_09070
PA4243,secY,secretion protein SecY,PA14_09050
PA4244,rplO,50S ribosomal protein L15,PA14_09040
PA4245,rpmD,50S ribosomal protein L30,PA14_09030
PA4246,rpsE,30S ribosomal protein S5,PA14_09020
PA4247,rplR,50S ribosomal protein L18,PA14_09010
PA4248,rplF,50S ribosomal protein L6,PA14_09000
PA4249,rpsH,30S ribosomal protein S8,PA14_08990
PA4250,rpsN,30S ribosomal protein S14,PA14_08980
PA4251,rplE,50S ribosomal protein L5,PA14_08970
PA4252,rplX,50S ribosomal protein L24,PA14_08960
PA4253,rplN,50S ribosomal protein L14,PA14_08950
PA4254,rpsQ,30S ribosomal protein S17,PA14_08940
PA4255,rpmC,50S ribosomal protein L29,PA14_08930
PA4256,rplP,50S ribosomal protein L16,PA14_08920
PA4257,rpsC,30S ribosomal protein S3,PA14_08910
PA4258,rplV,50S ribosomal protein L22,PA14_08900
PA4259,rpsS,30S ribosomal protein S19,PA14_08890
PA4260,rplB,50S ribosomal protein L2,PA14_08880
PA4261,rplW,50S ribosomal protein L23,PA14_08870
PA4262,rplD,50S ribosomal protein L4,PA14_08860
PA4263,rplC,50S ribosomal protein L3,PA14_08850
PA4264,rpsJ,30S ribosomal protein S10,PA14_08840
PA4265,tufA,elongation factor Tu,PA14_08830
PA4266,fusA1,elongation factor G,PA14_08820
PA4267,rpsG,30S ribosomal protein S7,PA14_08810
PA4268,rpsL,30S ribosomal protein S12,PA14_08790
PA4269,rpoC,DNA-directed RNA polymerase beta* chain,PA14_08780
PA4270,rpoB,DNA-directed RNA polymerase beta chain,PA14_08760
PA4271,rplL,50S ribosomal protein L7 / L12,PA14_08750
PA4272,rplJ,50S ribosomal protein L10,PA14_08740
PA4273,rplA,50S ribosomal protein L1,PA14_08730
PA4274,rplK,50S ribosomal protein L11,PA14_08720
PA4275,nusG,transcription antitermination protein NusG,PA14_08710
PA4276,secE,secretion protein SecE,PA14_08695
PA4278,,hypothetical protein,PA14_08640
PA4279,,hypothetical protein,PA14_08630
PA4280,birA,BirA bifunctional protein,PA14_08620
PA4281,sbcD,exonuclease SbcD,PA14_55640
PA4282,,probable exonuclease,PA14_55650
PA4283,recD,exodeoxyribonuclease V alpha chain,PA14_55660
PA4284,recB,exodeoxyribonuclease V beta chain,PA14_55670
PA4285,recC,exodeoxyribonuclease V gamma chain,PA14_55690
PA4286,,hypothetical protein,PA14_55710
PA4287,,hypothetical protein,PA14_55720
PA4288,,probable transcriptional regulator,PA14_55730
PA4289,,probable transporter,PA14_55740
PA4290,,probable chemotaxis transducer,PA14_55750
PA4291,,hypothetical protein,PA14_55760
PA4292,,probable phosphate transporter,PA14_55770
PA4293,pprA,two-component sensor PprA,PA14_55780
PA4294,,hypothetical protein,PA14_55790
PA4295,fppA,"Flp prepilin peptidase A, FppA",PA14_55800
PA4296,pprB,"two-component response regulator, PprB",PA14_55810
PA4297,tadG,TadG,PA14_55820
PA4298,,hypothetical protein,PA14_55840
PA4299,tadD,TadD,PA14_55850
PA4300,tadC,TadC,PA14_55860
PA4301,tadB,TadB,PA14_55880
PA4302,tadA,TadA ATPase,PA14_55890
PA4303,tadZ,TadZ,PA14_55900
PA4304,rcpA,RcpA,PA14_55920
PA4305,rcpC,RcpC,PA14_55930
PA4306,flp,"Type IVb pilin, Flp",PA14_55940
PA4307,pctC,chemotactic transducer PctC,PA14_55960
PA4308,,conserved hypothetical protein,PA14_55980
PA4309,pctA,chemotactic transducer PctA,PA14_56000
PA4310,pctB,chemotactic transducer PctB,PA14_56010
PA4311,,conserved hypothetical protein,PA14_56030
PA4312,,conserved hypothetical protein,PA14_56040
PA4313,,hypothetical protein,PA14_56050
PA4314,purU1,formyltetrahydrofolate deformylase,PA14_56060
PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit",PA14_56070
PA4316,sbcB,exodeoxyribonuclease I,PA14_56080
PA4317,,hypothetical protein,PA14_56090
PA4318,,hypothetical protein,PA14_56100
PA4319,,conserved hypothetical protein,PA14_56110
PA4320,,hypothetical protein,PA14_56130
PA4321,,hypothetical protein,PA14_56140
PA4322,,conserved hypothetical protein,PA14_56160
PA4323,,hypothetical protein,PA14_56170
PA4324,,hypothetical protein,PA14_56180
PA4325,,hypothetical protein,PA14_56190
PA4326,,hypothetical protein,PA14_56200
PA4327,,hypothetical protein,PA14_56210
PA4328,,hypothetical protein,PA14_56220
PA4329,pykA,pyruvate kinase II,PA14_56240
PA4330,,probable enoyl-CoA hydratase/isomerase,PA14_56250
PA4331,,probable ferredoxin reductase,PA14_56260
PA4332,sadC,SadC,PA14_56280
PA4333,,probable fumarase,PA14_56300
PA4334,,probable transport protein,PA14_56340
PA4335,,hypothetical protein,PA14_56360
PA4336,,conserved hypothetical protein,PA14_56370
PA4337,,hypothetical protein,PA14_56380
PA4338,,hypothetical protein,PA14_56390
PA4339,,probable phospholipase,PA14_56410
PA4340,,hypothetical protein,PA14_56420
PA4341,,probable transcriptional regulator,PA14_56430
PA4342,,probable amidase,PA14_56450
PA4343,,probable major facilitator superfamily (MFS) transporter,PA14_56470
PA4344,,probable hydrolase,PA14_56480
PA4345,,hypothetical protein,PA14_56510
PA4346,,hypothetical protein,PA14_56520
PA4347,,hypothetical protein,PA14_56530
PA4348,,conserved hypothetical protein,PA14_56540
PA4349,,hypothetical protein,PA14_56550
PA4350,olsB,OlsB,PA14_56560
PA4351,olsA,OlsA,PA14_56570
PA4352,,conserved hypothetical protein,PA14_56590
PA4353,,conserved hypothetical protein,PA14_56600
PA4354,,conserved hypothetical protein,PA14_56620
PA4355,pyeM,PyeM,PA14_56640
PA4356,xenB,xenobiotic reductase,PA14_56660
PA4357,,conserved hypothetical protein,PA14_56670
PA4358,feoB,FeoB,PA14_56680
PA4359,,conserved hypothetical protein,PA14_56690
PA4360,,hypothetical protein,PA14_56700
PA4361,,probable oxidoreductase,PA14_56720
PA4362,,hypothetical protein,PA14_56730
PA4363,iciA,inhibitor of chromosome initiation IciA,PA14_56740
PA4364,,hypothetical protein,PA14_56750
PA4365,lysE,Lysine efflux permease,PA14_56770
PA4366,sodB,superoxide dismutase,PA14_56780
PA4367,bifA,BifA,PA14_56790
PA4368,,hypothetical protein,PA14_56800
PA4369,,hypothetical protein,PA14_56810
PA4370,icmP,Insulin-cleaving metalloproteinase outer membrane protein precursor,PA14_56830
PA4371,,hypothetical protein,PA14_56840
PA4372,,hypothetical protein,PA14_56850
PA4373,,hypothetical protein,PA14_56870
PA4374,mexV,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexV,PA14_56880
PA4375,mexW,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexW,PA14_56890
PA4376,pncB2,nicotinate phosphoribosyltransferase,PA14_56900
PA4377,,hypothetical protein,PA14_56910
PA4378,inaA,InaA protein,PA14_56920
PA4379,,conserved hypothetical protein,PA14_56930
PA4380,colS,two-component sensor ColS,PA14_56940
PA4381,colR,two-component response regulator ColR,PA14_56950
PA4382,,hypothetical protein,PA14_56960
PA4383,,conserved hypothetical protein,PA14_56980
PA4384,,hypothetical protein,PA14_56990
PA4385,groEL,GroEL protein,PA14_57010
PA4386,groES,GroES protein,PA14_57020
PA4387,,conserved hypothetical protein,PA14_57030
PA4388,,hypothetical protein,PA14_57040
PA4389,,probable short-chain dehydrogenase,PA14_57050
PA4390,,hypothetical protein,PA14_57060
PA4391,,hypothetical protein,PA14_57070
PA4392,,conserved hypothetical protein,PA14_57080
PA4393,ampG,AmpG,PA14_57100
PA4394,,conserved hypothetical protein,PA14_57110
PA4395,,conserved hypothetical protein,PA14_57130
PA4396,,two-component response regulator,PA14_57140
PA4397,panE,ketopantoate reductase,PA14_57160
PA4398,,two-component sensor,PA14_57170
PA4399,,conserved hypothetical protein,PA14_57180
PA4400,mutT,probable pyrophosphohydrolase,PA14_57190
PA4401,,probable glutathione S-transferase,PA14_57200
PA4402,argJ,glutamate N-acetyltransferase,PA14_57210
PA4403,secA,secretion protein SecA,PA14_57220
PA4404,,hypothetical protein,PA14_57240
PA4405,,hypothetical protein,PA14_57250
PA4406,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PA14_57260
PA4407,ftsZ,cell division protein FtsZ,PA14_57275
PA4408,ftsA,cell division protein FtsA,PA14_57290
PA4409,ftsQ,cell division protein FtsQ,PA14_57300
PA4410,ddlB,D-alanine--D-alanine ligase,PA14_57320
PA4411,murC,UDP-N-acetylmuramate--alanine ligase,PA14_57330
PA4412,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,PA14_57340
PA4413,ftsW,cell division protein FtsW,PA14_57360
PA4414,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PA14_57370
PA4415,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,PA14_57380
PA4416,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",PA14_57390
PA4417,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",PA14_57410
PA4418,ftsI,penicillin-binding protein 3,PA14_57425
PA4419,ftsL,cell division protein FtsL,PA14_57440
PA4420,,conserved hypothetical protein,PA14_57450
PA4421,,conserved hypothetical protein,PA14_57460
PA4422,,conserved hypothetical protein,PA14_57470
PA4423,,conserved hypothetical protein,PA14_57480
PA4424,,conserved hypothetical protein,PA14_57490
PA4425,,sedoheptulose 7-phosphate isomerase GmhA,PA14_57500
PA4426,,conserved hypothetical protein,PA14_57510
PA4427,sspB,stringent starvation protein B,PA14_57520
PA4428,sspA,stringent starvation protein A,PA14_57530
PA4429,,probable cytochrome c1 precursor,PA14_57540
PA4430,,probable cytochrome b,PA14_57560
PA4431,,probable iron-sulfur protein,PA14_57570
PA4432,rpsI,30S ribosomal protein S9,PA14_57580
PA4433,rplM,50S ribosomal protein L13,PA14_57590
PA4434,,probable oxidoreductase,PA14_57600
PA4435,,probable acyl-CoA dehydrogenase,
PA4436,,probable transcriptional regulator,PA14_57630
PA4437,,hypothetical protein,PA14_57640
PA4438,,conserved hypothetical protein,PA14_57650
PA4439,trpS,tryptophanyl-tRNA synthetase,PA14_57670
PA4440,,hypothetical protein,PA14_57680
PA4441,,hypothetical protein,PA14_57690
PA4442,cysN,ATP sulfurylase GTP-binding subunit/APS kinase,PA14_57710
PA4443,cysD,ATP sulfurylase small subunit,PA14_57720
PA4444,mltB1,soluble and membrane-bound lytic transglycosylases,PA14_57730
PA4445,,conserved hypothetical protein,PA14_57740
PA4446,algW,AlgW protein,PA14_57760
PA4447,hisC1,histidinol-phosphate aminotransferase,PA14_57770
PA4448,hisD,histidinol dehydrogenase,PA14_57780
PA4449,hisG,ATP-phosphoribosyltransferase,PA14_57800
PA4450,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PA14_57810
PA4451,,conserved hypothetical protein,PA14_57820
PA4452,,conserved hypothetical protein,PA14_57830
PA4453,,conserved hypothetical protein,PA14_57840
PA4454,,conserved hypothetical protein,PA14_57850
PA4455,,probable permease of ABC transporter,PA14_57870
PA4456,,probable ATP-binding component of ABC transporter,PA14_57880
PA4457,,arabinose-5-phosphate isomerase KdsD,PA14_57890
PA4458,,conserved hypothetical protein,PA14_57900
PA4459,lptC,Lipopolysaccharide export system protein LptC,PA14_57910
PA4460,lptH,LptH,PA14_57920
PA4461,lptB,Lipopolysaccharide export system ATP-binding protein LptB,PA14_57930
PA4462,rpoN,RNA polymerase sigma-54 factor,PA14_57940
PA4463,,conserved hypothetical protein,PA14_57950
PA4464,ptsN,nitrogen regulatory IIA protein,PA14_57960
PA4465,,conserved hypothetical protein,PA14_57970
PA4466,,probable phosphoryl carrier protein,PA14_57980
PA4467,,hypothetical protein,PA14_57990
PA4468,sodM,superoxide dismutase,PA14_58000
PA4469,,hypothetical protein,PA14_58010
PA4470,fumC1,fumarate hydratase,PA14_58030
PA4471,,hypothetical protein,PA14_58040
PA4472,pmbA,PmbA protein,PA14_58050
PA4473,,hypothetical protein,PA14_58060
PA4474,,conserved hypothetical protein,PA14_58070
PA4475,,conserved hypothetical protein,PA14_58080
PA4476,,hypothetical protein,PA14_58090
PA4477,cafA,cytoplasmic axial filament protein,PA14_58100
PA4478,,conserved hypothetical protein,PA14_58110
PA4479,mreD,rod shape-determining protein MreD,PA14_58120
PA4480,mreC,rod shape-determining protein MreC,PA14_58130
PA4481,mreB,rod shape-determining protein MreB,PA14_58150
PA4482,gatC,Glu-tRNA(Gln) amidotransferase subunit C,PA14_58170
PA4483,gatA,Glu-tRNA(Gln) amidotransferase subunit A,PA14_58180
PA4484,gatB,Glu-tRNA(Gln) amidotransferase subunit B,PA14_58190
PA4485,,conserved hypothetical protein,PA14_58210
PA4486,,conserved hypothetical protein,PA14_58220
PA4487,magF,MagF,PA14_58230
PA4488,magE,MagE,PA14_58240
PA4489,magD,MagD,PA14_58250
PA4490,magC,MagC,PA14_58260
PA4491,magB,MagB,PA14_58270
PA4492,magA,MagA,PA14_58290
PA4493,roxR,RoxR,PA14_58300
PA4494,roxS,RoxS,PA14_58320
PA4495,,hypothetical protein,PA14_58330
PA4496,dppA1,probable binding protein component of ABC transporter,PA14_58350
PA4497,dppA2,probable binding protein component of ABC transporter,PA14_58360
PA4498,mdpA,"metallo-dipeptidase aeruginosa, MdpA",PA14_58375
PA4499,psdR,"Pseudomonas dipeptide regulator, PdsR",PA14_58380
PA4500,dppA3,probable binding protein component of ABC transporter,PA14_58390
PA4501,opdD,Glycine-glutamate dipeptide porin OpdP,PA14_58410
PA4502,dppA4,probable binding protein component of ABC transporter,PA14_58420
PA4503,dppB,dipeptide ABC transporter permease DppB,PA14_58440
PA4504,dppC,dipeptide ABC transporter permease DppC,PA14_58450
PA4505,dppD,dipeptide ABC transporter ATP-binding protein DppD,PA14_58470
PA4506,dppF,dipeptide ABC transporter ATP-binding protein DppF,PA14_58490
PA4507,,hypothetical protein,PA14_58500
PA4508,,probable transcriptional regulator,PA14_58510
PA4509,,hypothetical protein,PA14_58515
PA4510,,conserved hypothetical protein,PA14_58530
PA4511,,conserved hypothetical protein,PA14_58540
PA4512,lpxO1,lipopolysaccharide biosynthetic protein LpxO1,PA14_58550
PA4513,,probable oxidoreductase,PA14_58560
PA4514,,probable outer membrane receptor for iron transport,PA14_58570
PA4515,,conserved hypothetical protein,PA14_58580
PA4516,,hypothetical protein,PA14_58600
PA4517,,conserved hypothetical protein,PA14_58610
PA4518,,hypothetical protein,PA14_58620
PA4519,speC,ornithine decarboxylase,PA14_58630
PA4520,,probable chemotaxis transducer,PA14_58650
PA4521,ampE,AmpE,PA14_58660
PA4522,ampD,beta-lactamase expression regulator AmpD,PA14_58670
PA4523,,hypothetical protein,PA14_58690
PA4524,nadC,nicotinate-nucleotide pyrophosphorylase,PA14_58700
PA4525,pilA,type 4 fimbrial precursor PilA,PA14_58730
PA4526,pilB,type 4 fimbrial biogenesis protein PilB,PA14_58750
PA4527,pilC,still frameshift type 4 fimbrial biogenesis protein PilC (putative pseudogene),
PA4528,pilD,type 4 prepilin peptidase PilD,PA14_58770
PA4529,coaE,dephosphocoenzyme A kinase,PA14_58780
PA4530,,conserved hypothetical protein,PA14_58790
PA4531,,hypothetical protein,PA14_58800
PA4532,,hypothetical protein,PA14_58810
PA4533,,hypothetical protein,PA14_58820
PA4534,,hypothetical protein,PA14_58830
PA4535,,hypothetical protein,PA14_58840
PA4536,,hypothetical protein,PA14_58850
PA4537,,hypothetical protein,PA14_58860
PA4538,ndh,NADH dehydrogenase,PA14_58870
PA4539,,hypothetical protein,PA14_58880
PA4540,,hypothetical protein,PA14_58890
PA4541,lepA,"Pseudomonas aeruginosa-derived large extracellular protease, LepA",
PA4542,clpB,ClpB protein,PA14_60190
PA4543,,conserved hypothetical protein,PA14_60200
PA4544,rluD,pseudouridine synthase,PA14_60210
PA4545,comL,competence protein ComL,PA14_60230
PA4546,pilS,two-component sensor PilS,PA14_60250
PA4547,pilR,two-component response regulator PilR,PA14_60260
PA4548,,probable D-amino acid oxidase,PA14_60270
PA4549,fimT,type 4 fimbrial biogenesis protein FimT,
PA4550,fimU,type 4 fimbrial biogenesis protein FimU,PA14_60280
PA4551,pilV,type 4 fimbrial biogenesis protein PilV,
PA4552,pilW,type 4 fimbrial biogenesis protein PilW,PA14_60290
PA4553,pilX,type 4 fimbrial biogenesis protein PilX,PA14_60300
PA4554,pilY1,type 4 fimbrial biogenesis protein PilY1,PA14_60310
PA4555,pilY2,type 4 fimbrial biogenesis protein PilY2,
PA4556,pilE,type 4 fimbrial biogenesis protein PilE,PA14_60320
PA4557,lytB,LytB protein,PA14_60330
PA4558,,"probable peptidyl-prolyl cis-trans isomerase, FkbP-type",PA14_60350
PA4559,lspA,prolipoprotein signal peptidase,PA14_60360
PA4560,ileS,isoleucyl-tRNA synthetase,PA14_60370
PA4561,ribF,riboflavin kinase/FAD synthase,PA14_60380
PA4562,,conserved hypothetical protein,PA14_60390
PA4563,rpsT,30S ribosomal protein S20,PA14_60400
PA4564,,conserved hypothetical protein,PA14_60410
PA4565,proB,glutamate 5-kinase,PA14_60420
PA4566,obg,GTP-binding protein Obg,PA14_60445
PA4567,rpmA,50S ribosomal protein L27,PA14_60450
PA4568,rplU,50S ribosomal protein L21,PA14_60460
PA4569,ispB,octaprenyl-diphosphate synthase,PA14_60470
PA4570,,hypothetical protein,PA14_60480
PA4571,,probable cytochrome c,PA14_60490
PA4572,fklB,peptidyl-prolyl cis-trans isomerase FklB,PA14_60500
PA4573,,hypothetical protein,PA14_60520
PA4574,,conserved hypothetical protein,PA14_60530
PA4575,,hypothetical protein,PA14_60540
PA4576,,probable ATP-dependent protease,PA14_60550
PA4577,,hypothetical protein,PA14_60560
PA4578,,hypothetical protein,PA14_60570
PA4579,,hypothetical protein,PA14_60580
PA4580,,conserved hypothetical protein,PA14_60590
PA4581,rtcR,transcriptional regulator RtcR,PA14_60600
PA4582,,conserved hypothetical protein,PA14_60630
PA4583,,conserved hypothetical protein,PA14_60650
PA4584,,conserved hypothetical protein,PA14_60660
PA4585,rtcA,RNA 3'-terminal phosphate cyclase,PA14_60670
PA4586,,hypothetical protein,PA14_60690
PA4587,ccpR,cytochrome c551 peroxidase precursor,PA14_60700
PA4588,gdhA,glutamate dehydrogenase,PA14_60710
PA4589,,probable outer membrane protein precursor,PA14_60730
PA4590,pra,protein activator,PA14_60750
PA4591,,hypothetical protein,PA14_60760
PA4592,,probable outer membrane protein precursor,PA14_60770
PA4593,,probable permease of ABC transporter,PA14_60780
PA4594,,probable ATP-binding component of ABC transporter,PA14_60790
PA4595,,probable ATP-binding component of ABC transporter,PA14_60800
PA4596,esrC,EsrC,PA14_60810
PA4597,oprJ,Multidrug efflux outer membrane protein OprJ precursor,PA14_60820
PA4598,mexD,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexD,PA14_60830
PA4599,mexC,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,PA14_60850
PA4600,nfxB,transcriptional regulator NfxB,PA14_60860
PA4601,morA,motility regulator,PA14_60870
PA4602,glyA3,serine hydroxymethyltransferase,PA14_60890
PA4603,,hypothetical protein,PA14_60900
PA4604,,conserved hypothetical protein,PA14_60920
PA4605,,conserved hypothetical protein,PA14_60930
PA4606,,conserved hypothetical protein,PA14_60950
PA4607,,hypothetical protein,PA14_60960
PA4608,,hypothetical protein,PA14_60970
PA4609,radA,DNA repair protein RadA,PA14_60990
PA4610,,hypothetical protein,PA14_61000
PA4611,,hypothetical protein,PA14_61010
PA4612,,conserved hypothetical protein,PA14_61020
PA4613,katB,catalase,PA14_61040
PA4614,mscL,conductance mechanosensitive channel,PA14_61050
PA4615,fprB,FprB,PA14_61060
PA4616,,probable c4-dicarboxylate-binding protein,PA14_61080
PA4617,,conserved hypothetical protein,PA14_61090
PA4618,,hypothetical protein,PA14_61120
PA4619,,probable c-type cytochrome,PA14_61130
PA4620,,hypothetical protein,PA14_61140
PA4621,,probable oxidoreductase,PA14_61150
PA4622,,probable major facilitator superfamily (MFS) transporter,PA14_61170
PA4623,,hypothetical protein,
PA4624,cdrB,"cyclic diguanylate-regulated TPS partner B, CdrB",PA14_61190
PA4625,cdrA,"cyclic diguanylate-regulated TPS partner A, CdrA",PA14_61200
PA4626,hprA,glycerate dehydrogenase,PA14_61210
PA4627,,conserved hypothetical protein,PA14_61220
PA4628,lysP,lysine-specific permease,PA14_61250
PA4629,,hypothetical protein,PA14_61260
PA4630,,hypothetical protein,PA14_61270
PA4631,,hypothetical protein,PA14_61280
PA4632,,hypothetical protein,PA14_61290
PA4633,,probable chemotaxis transducer,PA14_61300
PA4634,,hypothetical protein,PA14_61320
PA4635,,conserved hypothetical protein,PA14_61330
PA4636,,hypothetical protein,PA14_61360
PA4637,,hypothetical protein,PA14_61370
PA4638,,hypothetical protein,
PA4639,,hypothetical protein,PA14_61390
PA4640,mqoB,malate:quinone oxidoreductase,PA14_61400
PA4641,still frameshift hypothetical protein,,
PA4642,,hypothetical protein,PA14_61430
