PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA4133,,cytochrome c oxidase subunit (cbb3-type),880051,PA14_10500
PA4134,,hypothetical protein,880084,PA14_10490
PA4135,,probable transcriptional regulator,880085,PA14_10480
PA4136,,probable major facilitator superfamily (MFS) transporter,880090,PA14_10470
PA4137,,probable porin,880091,PA14_10440
PA4138,tyrS,tyrosyl-tRNA synthetase,880105,PA14_10420
PA4139,,hypothetical protein,880106,PA14_10380
PA4140,,hypothetical protein,880095,PA14_10370
PA4141,,hypothetical protein,880096,PA14_10360
PA4142,,probable secretion protein,880112,PA14_10350
PA4143,,probable toxin transporter,880113,PA14_10340
PA4144,,probable outer membrane protein precursor,880262,PA14_10330
PA4145,,probable transcriptional regulator,880263,PA14_10320
PA4146,,hypothetical protein,,
PA4147,acoR,transcriptional regulator AcoR,880118,PA14_10290
PA4148,,probable short-chain dehydrogenase,880108,PA14_10280
PA4149,,conserved hypothetical protein,880109,PA14_10270
PA4150,,probable dehydrogenase E1 component,880054,PA14_10260
PA4151,acoB,acetoin catabolism protein AcoB,880055,PA14_10250
PA4152,,probable hydrolase,880133,PA14_10240
PA4153,,"2,3-butanediol dehydrogenase",880134,PA14_10230
PA4154,,conserved hypothetical protein,880175,PA14_10220
PA4155,,hypothetical protein,880176,PA14_10210
PA4156,fvbA,FvbA,880160,PA14_10200
PA4157,,probable transcriptional regulator,880161,PA14_10190
PA4158,fepC,ferric enterobactin transport protein FepC,880321,PA14_10180
PA4159,fepB,ferrienterobactin-binding periplasmic protein precursor FepB,880322,PA14_10170
PA4160,fepD,ferric enterobactin transport protein FepD,880213,PA14_10160
PA4161,fepG,ferric enterobactin transport protein FepG,880214,PA14_10140
PA4162,,probable short-chain dehydrogenase,880119,PA14_10130
PA4163,,hypothetical protein,880181,PA14_10040
PA4164,,hypothetical protein,880182,PA14_10020
PA4165,,probable transcriptional regulator,880222,PA14_10010
PA4166,,probable acetyltransferase,880223,PA14_09990
PA4167,,probable oxidoreductase,880245,PA14_09980
PA4168,fpvB,second ferric pyoverdine receptor FpvB,880246,PA14_09970
PA4169,,conserved hypothetical protein,880249,PA14_09960
PA4170,,hypothetical protein,880250,PA14_09950
PA4171,,probable protease,880275,PA14_09940
PA4172,,probable nuclease,880276,PA14_09930
PA4173,,conserved hypothetical protein,880286,PA14_09920
PA4174,,probable transcriptional regulator,880287,PA14_09910
PA4175,piv,protease IV,880208,PA14_09900
PA4176,ppiC2,peptidyl-prolyl cis-trans isomerase C2,880209,PA14_09890
PA4177,,hypothetical protein,880255,PA14_09880
PA4178,eftM,"SAM-dependent methyltransferase , EftM",880256,PA14_09870
PA4179,,probable porin,880312,PA14_09850
PA4180,,probable acetolactate synthase large subunit,880313,PA14_09820
PA4181,,hypothetical protein,880292,PA14_09810
PA4182,,hypothetical protein,880293,PA14_09790
PA4183,,hypothetical protein,880295,PA14_09780
PA4184,souR,sarcosine oxidation and utilization regulator SouR,880296,PA14_09770
PA4185,,probable transcriptional regulator,880485,PA14_09760
PA4186,,hypothetical protein,880486,PA14_09750
PA4187,,probable major facilitator superfamily (MFS) transporter,880334,PA14_09740
PA4188,,conserved hypothetical protein,880335,PA14_09730
PA4189,,probable aldehyde dehydrogenase,880328,PA14_09710
PA4190,pqsL,probable FAD-dependent monooxygenase,880329,PA14_09700
PA4191,,probable iron/ascorbate oxidoreductase,880273,
PA4192,,probable ATP-binding component of ABC transporter,880274,
PA4193,,probable permease of ABC transporter,880355,
PA4194,,probable permease of ABC transporter,880356,
PA4195,,probable binding protein component of ABC transporter,880469,
PA4196,bfiR,BfiR,880470,PA14_09690
PA4197,bfiS,BfiS,880350,PA14_09680
PA4198,,probable AMP-binding enzyme,880351,PA14_09660
PA4199,,probable acyl-CoA dehydrogenase,880396,PA14_09630
PA4200,,hypothetical protein,880397,PA14_09610
PA4201,ddlA,D-alanine-D-alanine ligase A,879033,PA14_09600
PA4202,nmoA,nitronate monooxygenase NmoA,879034,PA14_09580
PA4203,nmoR,NmoR,880443,PA14_09570
PA4204,ppgL,"periplasmic gluconolactonase, PpgL",880444,PA14_09550
PA4205,mexG,hypothetical protein,880449,PA14_09540
PA4206,mexH,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,880450,PA14_09530
PA4207,mexI,probable Resistance-Nodulation-Cell Division (RND) efflux transporter,880346,PA14_09520
PA4208,opmD,probable outer membrane protein precursor,880347,PA14_09500
PA4209,phzM,probable phenazine-specific methyltransferase,880514,PA14_09490
PA4210,phzA1,probable phenazine biosynthesis protein,880515,PA14_09480
PA4211,phzB1,probable phenazine biosynthesis protein,880518,PA14_09470
PA4212,phzC1,phenazine biosynthesis protein PhzC,880519,PA14_39945
PA4216,phzG1,probable pyridoxamine 5'-phosphate oxidase,881835,PA14_09410
PA4217,phzS,flavin-containing monooxygenase,881836,PA14_09400
PA4218,ampP,AmpP,880532,PA14_09380
PA4219,ampO,AmpO,880533,PA14_09370
PA4220,,hypothetical protein,880418,PA14_09350
PA4221,fptA,Fe(III)-pyochelin outer membrane receptor precursor,880419,PA14_09340
PA4222,,probable ATP-binding component of ABC transporter,880073,PA14_09320
PA4223,,probable ATP-binding component of ABC transporter,880074,PA14_09300
PA4224,pchG,pyochelin biosynthetic protein PchG,880082,PA14_09290
PA4225,pchF,pyochelin synthetase,880083,PA14_09280
PA4226,pchE,dihydroaeruginoic acid synthetase,880048,PA14_09270
PA4227,pchR,transcriptional regulator PchR,880049,PA14_09260
PA4228,pchD,pyochelin biosynthesis protein PchD,880566,PA14_09240
PA4229,pchC,pyochelin biosynthetic protein PchC,881845,PA14_09230
PA4230,pchB,salicylate biosynthesis protein PchB,881846,PA14_09220
PA4231,pchA,salicylate biosynthesis isochorismate synthase,881821,PA14_09210
PA4232,ssb,single-stranded DNA-binding protein,881822,PA14_09200
PA4233,,probable major facilitator superfamily (MFS) transporter,881826,PA14_09195
PA4234,uvrA,excinuclease ABC subunit A,881827,PA14_09180
PA4235,ftnA,bacterial ferritin,881830,PA14_09160
PA4236,katA,catalase,881831,PA14_09150
PA4237,rplQ,50S ribosomal protein L17,881767,PA14_09130
PA4238,rpoA,DNA-directed RNA polymerase alpha chain,881813,PA14_09115
PA4239,rpsD,30S ribosomal protein S4,881814,PA14_09100
PA4240,rpsK,30S ribosomal protein S11,881817,PA14_09090
PA4241,rpsM,30S ribosomal protein S13,881818,PA14_09080
PA4242,rpmJ,50S ribosomal protein L36,881839,PA14_09070
PA4243,secY,secretion protein SecY,881804,PA14_09050
PA4244,rplO,50S ribosomal protein L15,881805,PA14_09040
PA4245,rpmD,50S ribosomal protein L30,881787,PA14_09030
PA4246,rpsE,30S ribosomal protein S5,881788,PA14_09020
PA4247,rplR,50S ribosomal protein L18,881795,PA14_09010
PA4248,rplF,50S ribosomal protein L6,881796,PA14_09000
PA4249,rpsH,30S ribosomal protein S8,881738,PA14_08990
PA4250,rpsN,30S ribosomal protein S14,881778,PA14_08980
PA4251,rplE,50S ribosomal protein L5,881779,PA14_08970
PA4252,rplX,50S ribosomal protein L24,881810,PA14_08960
PA4253,rplN,50S ribosomal protein L14,881811,PA14_08950
PA4254,rpsQ,30S ribosomal protein S17,881770,PA14_08940
PA4255,rpmC,50S ribosomal protein L29,881771,PA14_08930
PA4256,rplP,50S ribosomal protein L16,881758,PA14_08920
PA4257,rpsC,30S ribosomal protein S3,881761,PA14_08910
PA4258,rplV,50S ribosomal protein L22,881762,PA14_08900
PA4259,rpsS,30S ribosomal protein S19,881748,PA14_08890
PA4260,rplB,50S ribosomal protein L2,881749,PA14_08880
PA4261,rplW,50S ribosomal protein L23,881753,PA14_08870
PA4262,rplD,50S ribosomal protein L4,881754,PA14_08860
PA4263,rplC,50S ribosomal protein L3,881728,PA14_08850
PA4264,rpsJ,30S ribosomal protein S10,881717,PA14_08840
PA4265,tufA,elongation factor Tu,881718,PA14_08830
PA4266,fusA1,elongation factor G,881744,PA14_08820
PA4267,rpsG,30S ribosomal protein S7,881745,PA14_08810
PA4268,rpsL,30S ribosomal protein S12,881709,PA14_08790
PA4269,rpoC,DNA-directed RNA polymerase beta* chain,881710,PA14_08780
PA4270,rpoB,DNA-directed RNA polymerase beta chain,881699,PA14_08760
PA4270.1,P26,P26,6965629,
PA4271,rplL,50S ribosomal protein L7 / L12,881701,PA14_08750
PA4272,rplJ,50S ribosomal protein L10,881702,PA14_08740
PA4272.1,P27,P27,6965627,
PA4273,rplA,50S ribosomal protein L1,881704,PA14_08730
PA4274,rplK,50S ribosomal protein L11,881705,PA14_08720
PA4275,nusG,transcription antitermination protein NusG,881693,PA14_08710
PA4276,secE,secretion protein SecE,881694,PA14_08695
PA4276.1,,tRNA-Trp,3240231,
PA4277,tufB,elongation factor Tu,881697,PA14_08680
PA4277.1,,tRNA-Thr,3240232,
PA4277.2,,tRNA-Gly,3240235,
PA4277.3,,tRNA-Tyr,3240230,
PA4278,,hypothetical protein,881687,PA14_08640
PA4279,,hypothetical protein,881667,PA14_08630
PA4280,birA,BirA bifunctional protein,881668,PA14_08620
PA4280.1,,5S ribosomal RNA,3240240,
PA4280.2,,23S ribosomal RNA,3240221,
PA4280.3,,tRNA-Ala,3240242,
PA4280.4,,tRNA-Ile,3240225,
PA4280.5,,16S ribosomal RNA,3240239,
PA4281,sbcD,exonuclease SbcD,881611,PA14_55640
PA4282,,probable exonuclease,881690,PA14_55650
PA4283,recD,exodeoxyribonuclease V alpha chain,881652,PA14_55660
PA4284,recB,exodeoxyribonuclease V beta chain,881653,PA14_55670
PA4285,recC,exodeoxyribonuclease V gamma chain,881634,PA14_55690
PA4286,,hypothetical protein,881635,PA14_55710
PA4287,,hypothetical protein,881640,PA14_55720
PA4288,,probable transcriptional regulator,881641,PA14_55730
PA4289,,probable transporter,881647,PA14_55740
PA4290,,probable chemotaxis transducer,881648,PA14_55750
PA4291,,hypothetical protein,881582,PA14_55760
PA4292,,probable phosphate transporter,881583,PA14_55770
PA4293,pprA,two-component sensor PprA,881624,PA14_55780
PA4294,,hypothetical protein,881625,PA14_55790
PA4295,fppA,"Flp prepilin peptidase A, FppA",881657,PA14_55800
PA4296,pprB,"two-component response regulator, PprB",881658,PA14_55810
PA4297,tadG,TadG,881605,PA14_55820
PA4298,,hypothetical protein,881606,PA14_55840
PA4299,tadD,TadD,881552,PA14_55850
PA4300,tadC,TadC,881553,PA14_55860
PA4301,tadB,TadB,881596,PA14_55880
PA4302,tadA,TadA ATPase,881597,PA14_55890
PA4303,tadZ,TadZ,881617,PA14_55900
PA4304,rcpA,RcpA,881618,PA14_55920
PA4305,rcpC,RcpC,881571,PA14_55930
PA4306,flp,"Type IVb pilin, Flp",881572,PA14_55940
PA4307,pctC,chemotactic transducer PctC,881576,PA14_55960
PA4308,,conserved hypothetical protein,881577,PA14_55980
PA4309,pctA,chemotactic transducer PctA,881565,PA14_56000
PA4310,pctB,chemotactic transducer PctB,881566,PA14_56010
PA4311,,conserved hypothetical protein,881589,PA14_56030
PA4312,,conserved hypothetical protein,881590,PA14_56040
PA4313,,hypothetical protein,881556,PA14_56050
PA4314,purU1,formyltetrahydrofolate deformylase,881557,PA14_56060
PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit",881542,PA14_56070
PA4316,sbcB,exodeoxyribonuclease I,881546,PA14_56080
PA4317,,hypothetical protein,881547,PA14_56090
PA4318,,hypothetical protein,881548,PA14_56100
PA4319,,conserved hypothetical protein,881549,PA14_56110
PA4320,,hypothetical protein,881534,PA14_56130
PA4321,,hypothetical protein,881535,PA14_56140
PA4322,,conserved hypothetical protein,881562,PA14_56160
PA4323,,hypothetical protein,881563,PA14_56170
PA4324,,hypothetical protein,881527,PA14_56180
PA4325,,hypothetical protein,881528,PA14_56190
PA4326,,hypothetical protein,881508,PA14_56200
PA4327,,hypothetical protein,881509,PA14_56210
PA4328,,hypothetical protein,881515,PA14_56220
PA4329,pykA,pyruvate kinase II,881516,PA14_56240
PA4330,,probable enoyl-CoA hydratase/isomerase,881502,PA14_56250
PA4331,,probable ferredoxin reductase,881503,PA14_56260
PA4332,sadC,SadC,881493,PA14_56280
PA4333,,probable fumarase,881494,PA14_56300
PA4334,,probable transport protein,881479,PA14_56340
PA4335,,hypothetical protein,881480,PA14_56360
PA4336,,conserved hypothetical protein,881488,PA14_56370
PA4337,,hypothetical protein,881489,PA14_56380
PA4338,,hypothetical protein,881471,PA14_56390
PA4339,,probable phospholipase,881472,PA14_56410
PA4340,,hypothetical protein,881468,PA14_56420
PA4341,,probable transcriptional regulator,881469,PA14_56430
PA4342,,probable amidase,881456,PA14_56450
PA4343,,probable major facilitator superfamily (MFS) transporter,881457,PA14_56470
PA4344,,probable hydrolase,881463,PA14_56480
PA4345,,hypothetical protein,881464,PA14_56510
PA4346,,hypothetical protein,881417,PA14_56520
PA4347,,hypothetical protein,881418,PA14_56530
PA4348,,conserved hypothetical protein,881452,PA14_56540
PA4349,,hypothetical protein,881453,PA14_56550
PA4350,olsB,OlsB,881446,PA14_56560
PA4351,olsA,OlsA,881447,PA14_56570
PA4352,,conserved hypothetical protein,881434,PA14_56590
PA4353,,conserved hypothetical protein,881435,PA14_56600
PA4354,,conserved hypothetical protein,881441,PA14_56620
PA4355,pyeM,PyeM,881442,PA14_56640
PA4356,xenB,xenobiotic reductase,881382,PA14_56660
PA4357,,conserved hypothetical protein,881383,PA14_56670
PA4358,feoB,FeoB,881401,PA14_56680
PA4359,,conserved hypothetical protein,881402,PA14_56690
PA4360,,hypothetical protein,881406,PA14_56700
PA4361,,probable oxidoreductase,881407,PA14_56720
PA4362,,hypothetical protein,881412,PA14_56730
PA4363,iciA,inhibitor of chromosome initiation IciA,881413,PA14_56740
PA4364,,hypothetical protein,881346,PA14_56750
PA4365,lysE,Lysine efflux permease,881347,PA14_56770
PA4366,sodB,superoxide dismutase,881397,PA14_56780
PA4367,bifA,BifA,881428,PA14_56790
PA4368,,hypothetical protein,881429,PA14_56800
PA4369,,hypothetical protein,881385,PA14_56810
PA4370,icmP,Insulin-cleaving metalloproteinase outer membrane protein precursor,881386,PA14_56830
PA4371,,hypothetical protein,881368,PA14_56840
PA4372,,hypothetical protein,881369,PA14_56850
PA4373,,hypothetical protein,881373,PA14_56870
PA4374,mexV,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexV,881374,PA14_56880
PA4375,mexW,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexW,881377,PA14_56890
PA4376,pncB2,nicotinate phosphoribosyltransferase,881378,PA14_56900
PA4377,,hypothetical protein,881312,PA14_56910
PA4378,inaA,InaA protein,881313,PA14_56920
PA4379,,conserved hypothetical protein,881358,PA14_56930
PA4380,colS,two-component sensor ColS,881359,PA14_56940
PA4381,colR,two-component response regulator ColR,881364,PA14_56950
PA4382,,hypothetical protein,881365,PA14_56960
PA4383,,conserved hypothetical protein,881388,PA14_56980
PA4384,,hypothetical protein,881389,PA14_56990
PA4385,groEL,GroEL protein,881348,PA14_57010
PA4386,groES,GroES protein,881349,PA14_57020
PA4387,,conserved hypothetical protein,881334,PA14_57030
PA4388,,hypothetical protein,881335,PA14_57040
PA4389,,probable short-chain dehydrogenase,881338,PA14_57050
PA4390,,hypothetical protein,881339,PA14_57060
PA4391,,hypothetical protein,881340,PA14_57070
PA4392,,conserved hypothetical protein,881341,PA14_57080
PA4393,ampG,AmpG,881279,PA14_57100
PA4394,,conserved hypothetical protein,881280,PA14_57110
PA4395,,conserved hypothetical protein,881331,PA14_57130
PA4396,,two-component response regulator,881332,PA14_57140
PA4397,panE,ketopantoate reductase,881354,PA14_57160
PA4398,,two-component sensor,881355,PA14_57170
PA4399,,conserved hypothetical protein,881317,PA14_57180
PA4400,mutT,probable pyrophosphohydrolase,881318,PA14_57190
PA4401,,probable glutathione S-transferase,881304,PA14_57200
PA4402,argJ,glutamate N-acetyltransferase,881305,PA14_57210
PA4403,secA,secretion protein SecA,881307,PA14_57220
PA4404,,hypothetical protein,881308,PA14_57240
PA4405,,hypothetical protein,881291,PA14_57250
PA4406,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,881292,PA14_57260
PA4406.1,,,9793396,
PA4407,ftsZ,cell division protein FtsZ,881296,PA14_57275
PA4408,ftsA,cell division protein FtsA,881321,PA14_57290
PA4409,ftsQ,cell division protein FtsQ,881322,PA14_57300
PA4410,ddlB,D-alanine--D-alanine ligase,881282,PA14_57320
PA4411,murC,UDP-N-acetylmuramate--alanine ligase,881283,PA14_57330
PA4412,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,881264,PA14_57340
PA4413,ftsW,cell division protein FtsW,881267,PA14_57360
PA4414,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,881268,PA14_57370
PA4415,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,881288,PA14_57380
PA4416,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",881289,PA14_57390
PA4417,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",881246,PA14_57410
PA4418,ftsI,penicillin-binding protein 3,881247,PA14_57425
PA4419,ftsL,cell division protein FtsL,881233,PA14_57440
PA4420,,conserved hypothetical protein,881254,PA14_57450
PA4421,,conserved hypothetical protein,881255,PA14_57460
PA4421.1,rnpB,"RNA component of RNaseP, RnpB",6965619,
PA4422,,conserved hypothetical protein,881235,PA14_57470
PA4423,,conserved hypothetical protein,881236,PA14_57480
PA4424,,conserved hypothetical protein,881195,PA14_57490
PA4425,,sedoheptulose 7-phosphate isomerase GmhA,881196,PA14_57500
PA4426,,conserved hypothetical protein,881225,PA14_57510
PA4427,sspB,stringent starvation protein B,881226,PA14_57520
PA4428,sspA,stringent starvation protein A,881209,PA14_57530
PA4429,,probable cytochrome c1 precursor,881210,PA14_57540
PA4430,,probable cytochrome b,880944,PA14_57560
PA4431,,probable iron-sulfur protein,880945,PA14_57570
PA4432,rpsI,30S ribosomal protein S9,881274,PA14_57580
PA4433,rplM,50S ribosomal protein L13,881275,PA14_57590
PA4434,,probable oxidoreductase,880942,PA14_57600
PA4435,,probable acyl-CoA dehydrogenase,880943,
PA4436,,probable transcriptional regulator,880951,PA14_57630
PA4437,,hypothetical protein,880952,PA14_57640
PA4438,,conserved hypothetical protein,880957,PA14_57650
PA4439,trpS,tryptophanyl-tRNA synthetase,880958,PA14_57670
PA4440,,hypothetical protein,880949,PA14_57680
PA4441,,hypothetical protein,880950,PA14_57690
PA4442,cysN,ATP sulfurylase GTP-binding subunit/APS kinase,880979,PA14_57710
PA4443,cysD,ATP sulfurylase small subunit,880980,PA14_57720
PA4444,mltB1,soluble and membrane-bound lytic transglycosylases,880971,PA14_57730
PA4445,,conserved hypothetical protein,880975,PA14_57740
PA4446,algW,AlgW protein,880976,PA14_57760
PA4447,hisC1,histidinol-phosphate aminotransferase,880991,PA14_57770
PA4448,hisD,histidinol dehydrogenase,880992,PA14_57780
PA4449,hisG,ATP-phosphoribosyltransferase,880968,PA14_57800
PA4450,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,880969,PA14_57810
PA4451,,conserved hypothetical protein,880983,PA14_57820
PA4451.1,P35,P35,6965616,
PA4452,,conserved hypothetical protein,880993,PA14_57830
PA4453,,conserved hypothetical protein,880994,PA14_57840
PA4454,,conserved hypothetical protein,881007,PA14_57850
PA4455,,probable permease of ABC transporter,881008,PA14_57870
PA4456,,probable ATP-binding component of ABC transporter,881000,PA14_57880
PA4457,,arabinose-5-phosphate isomerase KdsD,881001,PA14_57890
PA4458,,conserved hypothetical protein,881005,PA14_57900
PA4459,lptC,Lipopolysaccharide export system protein LptC,881006,PA14_57910
PA4460,lptH,LptH,881017,PA14_57920
PA4461,lptB,Lipopolysaccharide export system ATP-binding protein LptB,881018,PA14_57930
PA4462,rpoN,RNA polymerase sigma-54 factor,881022,PA14_57940
PA4463,,conserved hypothetical protein,881023,PA14_57950
PA4464,ptsN,nitrogen regulatory IIA protein,880997,PA14_57960
PA4465,,conserved hypothetical protein,880998,PA14_57970
PA4466,,probable phosphoryl carrier protein,881011,PA14_57980
PA4467,,hypothetical protein,881012,PA14_57990
PA4468,sodM,superoxide dismutase,881040,PA14_58000
PA4469,,hypothetical protein,881041,PA14_58010
PA4470,fumC1,fumarate hydratase,881033,PA14_58030
PA4471,,hypothetical protein,881034,PA14_58040
PA4472,pmbA,PmbA protein,881037,PA14_58050
PA4473,,hypothetical protein,881038,PA14_58060
PA4474,,conserved hypothetical protein,881030,PA14_58070
PA4475,,conserved hypothetical protein,881031,PA14_58080
PA4476,,hypothetical protein,881045,PA14_58090
PA4477,cafA,cytoplasmic axial filament protein,881046,PA14_58100
PA4478,,conserved hypothetical protein,881135,PA14_58110
PA4479,mreD,rod shape-determining protein MreD,881136,PA14_58120
PA4480,mreC,rod shape-determining protein MreC,881172,PA14_58130
PA4481,mreB,rod shape-determining protein MreB,881165,PA14_58150
PA4482,gatC,Glu-tRNA(Gln) amidotransferase subunit C,881166,PA14_58170
PA4483,gatA,Glu-tRNA(Gln) amidotransferase subunit A,881180,PA14_58180
PA4484,gatB,Glu-tRNA(Gln) amidotransferase subunit B,881181,PA14_58190
PA4485,,conserved hypothetical protein,881190,PA14_58210
PA4486,,conserved hypothetical protein,881191,PA14_58220
PA4487,magF,MagF,881218,PA14_58230
PA4488,magE,MagE,881219,PA14_58240
PA4489,magD,MagD,881072,PA14_58250
PA4490,magC,MagC,881073,PA14_58260
PA4491,magB,MagB,881054,PA14_58270
PA4492,magA,MagA,881055,PA14_58290
PA4493,roxR,RoxR,881056,PA14_58300
PA4494,roxS,RoxS,881057,PA14_58320
PA4495,,hypothetical protein,881066,PA14_58330
PA4496,dppA1,probable binding protein component of ABC transporter,881067,PA14_58350
PA4497,dppA2,probable binding protein component of ABC transporter,881082,PA14_58360
PA4498,mdpA,"metallo-dipeptidase aeruginosa, MdpA",881083,PA14_58375
PA4499,psdR,"Pseudomonas dipeptide regulator, PdsR",881061,PA14_58380
PA4500,dppA3,probable binding protein component of ABC transporter,881062,PA14_58390
PA4501,opdD,Glycine-glutamate dipeptide porin OpdP,881095,PA14_58410
PA4502,dppA4,probable binding protein component of ABC transporter,881096,PA14_58420
PA4503,dppB,dipeptide ABC transporter permease DppB,881080,PA14_58440
PA4504,dppC,dipeptide ABC transporter permease DppC,881081,PA14_58450
PA4505,dppD,dipeptide ABC transporter ATP-binding protein DppD,881158,PA14_58470
PA4506,dppF,dipeptide ABC transporter ATP-binding protein DppF,881159,PA14_58490
PA4507,,hypothetical protein,881099,PA14_58500
PA4508,,probable transcriptional regulator,881100,PA14_58510
PA4509,,hypothetical protein,881129,PA14_58515
PA4510,,conserved hypothetical protein,881130,PA14_58530
PA4511,,conserved hypothetical protein,881154,PA14_58540
PA4512,lpxO1,lipopolysaccharide biosynthetic protein LpxO1,881155,PA14_58550
PA4513,,probable oxidoreductase,881111,PA14_58560
PA4514,,probable outer membrane receptor for iron transport,881112,PA14_58570
PA4515,,conserved hypothetical protein,881121,PA14_58580
PA4516,,hypothetical protein,881122,PA14_58600
PA4517,,conserved hypothetical protein,881088,PA14_58610
PA4518,,hypothetical protein,881089,PA14_58620
PA4519,speC,ornithine decarboxylase,881118,PA14_58630
PA4520,,probable chemotaxis transducer,881119,PA14_58650
PA4521,ampE,AmpE,881104,PA14_58660
PA4522,ampD,beta-lactamase expression regulator AmpD,881105,PA14_58670
PA4523,,hypothetical protein,881147,PA14_58690
PA4524,nadC,nicotinate-nucleotide pyrophosphorylase,878422,PA14_58700
PA4524.1,,tRNA-Thr,3240259,
PA4525,pilA,type 4 fimbrial precursor PilA,878423,PA14_58730
PA4526,pilB,type 4 fimbrial biogenesis protein PilB,879459,PA14_58750
PA4527,pilC,still frameshift type 4 fimbrial biogenesis protein PilC (putative pseudogene),877860,
PA4528,pilD,type 4 prepilin peptidase PilD,877861,PA14_58770
PA4529,coaE,dephosphocoenzyme A kinase,878572,PA14_58780
PA4530,,conserved hypothetical protein,878573,PA14_58790
PA4531,,hypothetical protein,878565,PA14_58800
PA4532,,hypothetical protein,878566,PA14_58810
PA4533,,hypothetical protein,877952,PA14_58820
PA4534,,hypothetical protein,877953,PA14_58830
PA4535,,hypothetical protein,877929,PA14_58840
PA4536,,hypothetical protein,877930,PA14_58850
PA4537,,hypothetical protein,878459,PA14_58860
PA4538,ndh,NADH dehydrogenase,878460,PA14_58870
PA4539,,hypothetical protein,877787,PA14_58880
PA4540,,hypothetical protein,877788,PA14_58890
PA4541,lepA,"Pseudomonas aeruginosa-derived large extracellular protease, LepA",878626,
PA4541.1,,tRNA-Lys,3240260,
PA4541.2,,tRNA-Pro,3240269,
PA4541.3,,tRNA-Asn,3240265,
PA4542,clpB,ClpB protein,879457,PA14_60190
PA4543,,conserved hypothetical protein,878617,PA14_60200
PA4544,rluD,pseudouridine synthase,877896,PA14_60210
PA4545,comL,competence protein ComL,877897,PA14_60230
PA4546,pilS,two-component sensor PilS,877621,PA14_60250
PA4547,pilR,two-component response regulator PilR,877622,PA14_60260
PA4548,,probable D-amino acid oxidase,878196,PA14_60270
PA4549,fimT,type 4 fimbrial biogenesis protein FimT,878197,
PA4550,fimU,type 4 fimbrial biogenesis protein FimU,879606,PA14_60280
PA4551,pilV,type 4 fimbrial biogenesis protein PilV,879607,
PA4552,pilW,type 4 fimbrial biogenesis protein PilW,879456,PA14_60290
PA4553,pilX,type 4 fimbrial biogenesis protein PilX,877858,PA14_60300
PA4554,pilY1,type 4 fimbrial biogenesis protein PilY1,877859,PA14_60310
PA4555,pilY2,type 4 fimbrial biogenesis protein PilY2,878450,
PA4556,pilE,type 4 fimbrial biogenesis protein PilE,878451,PA14_60320
PA4557,lytB,LytB protein,879669,PA14_60330
PA4558,,"probable peptidyl-prolyl cis-trans isomerase, FkbP-type",877619,PA14_60350
PA4559,lspA,prolipoprotein signal peptidase,877620,PA14_60360
PA4560,ileS,isoleucyl-tRNA synthetase,878194,PA14_60370
PA4561,ribF,riboflavin kinase/FAD synthase,878195,PA14_60380
PA4562,,conserved hypothetical protein,879604,PA14_60390
PA4563,rpsT,30S ribosomal protein S20,879605,PA14_60400
PA4564,,conserved hypothetical protein,880908,PA14_60410
PA4565,proB,glutamate 5-kinase,880909,PA14_60420
PA4566,obg,GTP-binding protein Obg,880877,PA14_60445
PA4567,rpmA,50S ribosomal protein L27,880878,PA14_60450
PA4568,rplU,50S ribosomal protein L21,881148,PA14_60460
PA4569,ispB,octaprenyl-diphosphate synthase,880946,PA14_60470
PA4570,,hypothetical protein,880947,PA14_60480
PA4571,,probable cytochrome c,880955,PA14_60490
PA4572,fklB,peptidyl-prolyl cis-trans isomerase FklB,880956,PA14_60500
PA4573,,hypothetical protein,880965,PA14_60520
PA4574,,conserved hypothetical protein,880966,PA14_60530
PA4575,,hypothetical protein,880973,PA14_60540
PA4576,,probable ATP-dependent protease,880974,PA14_60550
PA4577,,hypothetical protein,880981,PA14_60560
PA4578,,hypothetical protein,880982,PA14_60570
PA4579,,hypothetical protein,880988,PA14_60580
PA4580,,conserved hypothetical protein,880989,PA14_60590
PA4581,rtcR,transcriptional regulator RtcR,880996,PA14_60600
PA4581.1,,tRNA-Arg,3240224,
PA4582,,conserved hypothetical protein,881002,PA14_60630
PA4583,,conserved hypothetical protein,881003,PA14_60650
PA4584,,conserved hypothetical protein,881009,PA14_60660
PA4585,rtcA,RNA 3'-terminal phosphate cyclase,881010,PA14_60670
PA4586,,hypothetical protein,881020,PA14_60690
PA4587,ccpR,cytochrome c551 peroxidase precursor,881021,PA14_60700
