PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_59735,cupD3,,,
PA14_59750,cupD4,fimbrial subunit,,
PA14_59760,cupD5,pili assembly chaperone,,
PA14_59770,rcsB,two component response regulator,,
PA14_59780,rcsC,kinase sensor protein,,
PA14_59790,pvrR,two component response regulator,,
PA14_59800,pvrS,PvrS,,
PA14_59820,,hypothetical protein,,
PA14_59830,,helicase,,
PA14_59840,,hypothetical protein,,
PA14_59845,,hypothetical protein,,
PA14_59850,,hypothetical protein,,
PA14_59860,,type III effector Hop protein,,
PA14_59870,,hypothetical protein,,
PA14_59880,,hypothetical protein,,
PA14_59890,,hypothetical protein,,
PA14_59900,,hypothetical protein,,
PA14_59910,,hypothetical protein,,
PA14_59920,,hypothetical protein,,
PA14_59930,,hypothetical protein,,
PA14_59940,,hypothetical protein,,
PA14_59950,,hypothetical protein,,
PA14_59960,dsbA2,DsbA2,879193,PA0982
PA14_59970,,hypothetical protein,,
PA14_59980,,hypothetical protein,,
PA14_59990,,hypothetical protein,,
PA14_60000,,hypothetical protein,,
PA14_60010,,hypothetical protein,,
PA14_60020,,hypothetical protein,,
PA14_60030,,hypothetical protein,,
PA14_60040,,hypothetical protein,,
PA14_60050,,plasmid stablization protein,,
PA14_60060,,hypothetical protein,,
PA14_60070,,hypothetical protein,877670,PA1939
PA14_60080,,hypothetical protein,,
PA14_60090,,hypothetical protein,,
PA14_60100,dtd,deoxycytidine triphosphate deaminase,,
PA14_60110,,hypothetical protein,,
PA14_60120,dcd2,deoxycytidine deaminase,,
PA14_60130,,hypothetical protein,,
PA14_60140,,xerD-like integrase,,
PA14_60160,,tRNA-Pro,,
PA14_60190,clpB,clpB protein,879457,PA4542
PA14_60200,,hypothetical protein,878617,PA4543
PA14_60210,rluD,pseudouridine synthase,877896,PA4544
PA14_60230,comL,competence protein ComL,877897,PA4545
PA14_60240,,hypothetical protein,,
PA14_60250,pilS,two-component sensor PilS,877621,PA4546
PA14_60260,pilR,two-component response regulator PilR,877622,PA4547
PA14_60270,,glycine/D-amino acid oxidases,878196,PA4548
PA14_60280,fimU,type 4 fimbrial biogenesis protein FimU,879606,PA4550
PA14_60290,pilW,type 4 fimbrial biogenesis protein PilW,879456,PA4552
PA14_60300,pilX,type 4 fimbrial biogenesis protein PilX,877858,PA4553
PA14_60310,pilY1,type 4 fimbrial biogenesis protein PilY1,877859,PA4554
PA14_60320,pilE,type 4 fimbrial biogenesis protein PilE,878451,PA4556
PA14_60330,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,879669,PA4557
PA14_60350,,"peptidyl-prolyl cis-trans isomerase, FkbP-type",877619,PA4558
PA14_60360,lspA,lipoprotein signal peptidase,877620,PA4559
PA14_60370,ileS,isoleucyl-tRNA synthetase,878194,PA4560
PA14_60380,ribF,bifunctional riboflavin kinase/FMN adenylyltransferase,878195,PA4561
PA14_60390,,"virulence factor, membrane protein",879604,PA4562
PA14_60400,rpsT,30S ribosomal protein S20,879605,PA4563
PA14_60410,,hypothetical protein,880908,PA4564
PA14_60420,proB,gamma-glutamyl kinase,880909,PA4565
PA14_60445,obgE,GTPase ObgE,880877,PA4566
PA14_60450,rpmA,50S ribosomal protein L27,880878,PA4567
PA14_60460,rplU,50S ribosomal protein L21,881148,PA4568
PA14_60470,ispB,octaprenyl-diphosphate synthase,880946,PA4569
PA14_60480,,hypothetical protein,880947,PA4570
PA14_60490,,cytochrome c,880955,PA4571
PA14_60500,fklB,peptidyl-prolyl cis-trans isomerase FklB,880956,PA4572
PA14_60520,,hypothetical protein,880965,PA4573
PA14_60530,,hypothetical protein,880966,PA4574
PA14_60540,,hypothetical protein,880973,PA4575
PA14_60550,,ATP-dependent protease,880974,PA4576
PA14_60560,,hypothetical protein,880981,PA4577
PA14_60570,,hypothetical protein,880982,PA4578
PA14_60580,,hypothetical protein,880988,PA4579
PA14_60590,,hypothetical protein,880989,PA4580
PA14_60600,rtcR,transcriptional regulator RtcR,880996,PA4581
PA14_60620,,tRNA-Arg,,
PA14_60630,,hypothetical protein,881002,PA4582
PA14_60650,,hypothetical protein,881003,PA4583
PA14_60660,,nucleotidyltransferase,881009,PA4584
PA14_60670,rtcA,RNA 3'-terminal-phosphate cyclase,881010,PA4585
PA14_60690,,lipoprotein,881020,PA4586
PA14_60700,ccpR,cytochrome c551 peroxidase,881021,PA4587
PA14_60710,gdhA,glutamate dehydrogenase,881027,PA4588
PA14_60730,,outer membrane protein,881028,PA4589
PA14_60750,pra,protein activator,881035,PA4590
PA14_60760,,hypothetical protein,881042,PA4591
PA14_60770,,outer membrane protein,881043,PA4592
PA14_60780,,ABC transporter permease,881052,PA4593
PA14_60790,,ABC transporter ATP-binding protein,881053,PA4594
PA14_60800,,ABC transporter ATP-binding protein,881059,PA4595
PA14_60810,,transcriptional regulator NfxB,881060,PA4596
PA14_60820,oprJ,outer membrane protein OprJ,881070,PA4597
PA14_60830,mexD,multidrug efflux RND transporter MexD,881071,PA4598
PA14_60850,mexC,multidrug efflux RND membrane fusion protein,881078,PA4599
PA14_60860,nfxB,transcriptional regulator NfxB,881079,PA4600
PA14_60870,morA,motility regulator,881084,PA4601
PA14_60890,glyA,serine hydroxymethyltransferase,881085,PA4602
PA14_60900,,hypothetical protein,881090,PA4603
PA14_60920,,hypothetical protein,881091,PA4604
PA14_60930,,hypothetical protein,881097,PA4605
PA14_60950,,hypothetical protein,881098,PA4606
PA14_60960,,hypothetical protein,881101,PA4607
PA14_60970,,hypothetical protein,881102,PA4608
PA14_60990,radA,DNA repair protein RadA,881107,PA4609
PA14_61000,,hypothetical protein,881108,PA4610
PA14_61010,,hypothetical protein,881114,PA4611
PA14_61020,,hypothetical protein,881115,PA4612
PA14_61040,katB,catalase,881120,PA4613
PA14_61050,mscL,large-conductance mechanosensitive channel,881127,PA4614
PA14_61060,,oxidoreductase,881128,PA4615
PA14_61080,,c4-dicarboxylate-binding protein,881133,PA4616
PA14_61090,,hypothetical protein,881134,PA4617
PA14_61110,,hypothetical protein,,
PA14_61120,,hypothetical protein,881145,PA4618
PA14_61130,,c-type cytochrome,881146,PA4619
PA14_61140,,hypothetical protein,881160,PA4620
PA14_61150,,oxidoreductase,881161,PA4621
PA14_61170,,transmembrane protein,881168,PA4622
PA14_61180,,hypothetical protein,,
PA14_61190,,hypothetical protein,881173,PA4624
PA14_61200,,hypothetical protein,881174,PA4625
PA14_61210,hprA,glycerate dehydrogenase,881182,PA4626
PA14_61220,,hypothetical protein,881183,PA4627
PA14_61250,lysP,APC family lysine-specific permease,881192,PA4628
PA14_61260,,hypothetical protein,881193,PA4629
PA14_61270,,hypothetical protein,881199,PA4630
PA14_61280,,epimerase,881200,PA4631
PA14_61290,,lipoprotein,881207,PA4632
PA14_61300,,chemotaxis transducer,881208,PA4633
PA14_61320,,hypothetical protein,881215,PA4634
PA14_61330,,"magnesium transporter, MgtC family",881216,PA4635
PA14_61340,,hypothetical protein,,
PA14_61350,,hypothetical protein,,
PA14_61360,,hypothetical protein,881223,PA4636
PA14_61370,,hypothetical protein,881224,PA4637
PA14_61380,,hypothetical protein,,
PA14_61390,,lipoprotein,881239,PA4639
PA14_61400,mqoB,malate:quinone oxidoreductase,881249,PA4640
PA14_61410,,hypothetical protein,,
PA14_61430,,hypothetical protein,881256,PA4642
PA14_61440,,hypothetical protein,881257,PA4643
PA14_61450,,hypothetical protein,881265,PA4644
PA14_61460,,hypoxanthine-guanine phosphoribosyltransferase,881266,PA4645
PA14_61470,upp,uracil phosphoribosyltransferase,881277,PA4646
PA14_61480,uraA,uracil permease,881278,PA4647
PA14_61500,,hypothetical protein,881285,PA4648
PA14_61510,,hypothetical protein,881286,PA4649
PA14_61520,,hypothetical protein,881294,PA4650
PA14_61530,,pili assembly chaperone,881295,PA4651
PA14_61540,,hypothetical protein,881301,PA4652
PA14_61550,,hypothetical protein,881302,PA4653
PA14_61560,,MFS transporter,881310,PA4654
PA14_61580,hemH,ferrochelatase,881311,PA4655
PA14_61590,,hypothetical protein,881319,PA4656
PA14_61600,,hypothetical protein,881328,PA4657
PA14_61610,,hypothetical protein,881329,PA4658
PA14_61620,,MerR family transcriptional regulator,881336,PA4659
PA14_61640,phr,deoxyribodipyrimidine photolyase,881337,PA4660
PA14_61650,pagL,Lipid A 3-O-deacylase,881344,PA4661
PA14_61660,murI,glutamate racemase,881345,PA4662
PA14_61670,moeB,molybdopterin biosynthesis protein MoeB,881352,PA4663
PA14_61680,prmC,"S-adenosylmethionine-dependent methyltransferase, PrmC",881353,PA4664
PA14_61700,prfA,peptide chain release factor 1,881360,PA4665
PA14_61710,hemA,glutamyl-tRNA reductase,881361,PA4666
PA14_61720,,hypothetical protein,881370,PA4667
PA14_61740,lolB,outer membrane lipoprotein LolB,881371,PA4668
PA14_61750,ipk,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,881380,PA4669
PA14_61760,,tRNA-Gln,,
PA14_61770,prs,ribose-phosphate pyrophosphokinase,881387,PA4670
PA14_61780,,50S ribosomal protein L25,881395,PA4671
PA14_61790,pth,peptidyl-tRNA hydrolase,881396,PA4672
PA14_61820,,GTP-dependent nucleic acid-binding protein EngD,881404,PA4673
PA14_61830,,tRNA-Met,,
PA14_61840,,Antitoxin HigA,881405,PA4674
PA14_61845,higB,HigB,,
PA14_61850,,TonB-dependent receptor,881415,PA4675
PA14_61860,,carbonic anhydrase,881416,PA4676
PA14_61870,,hypothetical protein,881426,PA4677
PA14_61880,rimI,peptide n-acetyltransferase RimI,881427,PA4678
PA14_61890,,hypothetical protein,881431,PA4679
PA14_61910,,hypothetical protein,881432,PA4680
PA14_61920,,hypothetical protein,881437,PA4681
PA14_61940,,hypothetical protein,881438,PA4682
PA14_61950,,hypothetical protein,881444,PA4683
PA14_61960,,hypothetical protein,881445,PA4684
PA14_61980,,hypothetical protein,881449,PA4685
PA14_61990,,hypothetical protein,881450,PA4686
PA14_62000,hitA,ferric iron-binding periplasmic protein HitA,881454,PA4687
PA14_62010,hitB,"iron ABC transporter, permease",881460,PA4688
PA14_62020,,paraquat-inducible protein B-like protein,881461,PA4689
PA14_62030,,paraquat-inducible protein A-like protein,,
PA14_62040,,paraquat-inducible protein,,
PA14_62060,,23S ribosomal RNA,,
PA14_62100,,sulfite oxidase subunit YedZ,881474,PA4691
PA14_62110,,sulfite oxidase subunit YedY,881475,PA4692
PA14_62120,pssA,phosphatidylserine synthase,881482,PA4693
PA14_62130,ilvC,ketol-acid reductoisomerase,881483,PA4694
PA14_62150,ilvH,acetolactate synthase 3 regulatory subunit,881490,PA4695
PA14_62160,ilvI,acetolactate synthase 3 catalytic subunit,881496,PA4696
PA14_62170,,hypothetical protein,881497,PA4697
PA14_62180,,hypothetical protein,881505,PA4698
PA14_62190,,hypothetical protein,881506,PA4699
PA14_62200,mrcB,penicillin-binding protein 1B,881511,PA4700
PA14_62230,,hypothetical protein,881512,PA4701
PA14_62240,,hypothetical protein,881517,PA4702
PA14_62250,,hypothetical protein,881518,PA4703
PA14_62260,,hypothetical protein,881530,PA4704
PA14_62270,,hypothetical protein,881531,PA4705
PA14_62280,hmuV,hemin importer ATP-binding subunit,881536,PA4706
PA14_62290,,ABC transporter permease,881537,PA4707
PA14_62300,,hypothetical protein,881543,PA4708
PA14_62330,,hemin degrading factor,881544,PA4709
PA14_62350,,heme/hemoglobin uptake outer membrane receptor PhuR,881550,PA4710
PA14_62360,,Rieske family iron-sulfur cluster-binding protein,881551,PA4711
PA14_62370,,hypothetical protein,881559,PA4712
PA14_62380,,hypothetical protein,881560,PA4713
PA14_62390,,hypothetical protein,881568,PA4714
PA14_62400,,aminotransferase,881569,PA4715
PA14_62410,,hypothetical protein,881573,PA4716
PA14_62420,,hypothetical protein,881574,PA4717
PA14_62430,,hypothetical protein,881580,PA4718
PA14_62440,,transporter,881581,PA4719
PA14_62450,trmA,tRNA (uracil-5-)-methyltransferase,881587,PA4720
PA14_62470,,sugar fermentation stimulation protein A,881588,PA4721
PA14_62480,,hypothetical protein,881593,PA4722
PA14_62490,dksA,suppressor protein DksA,881594,PA4723
PA14_62510,,glutamyl-Q tRNA(Asp) synthetase,881601,PA4724
PA14_62520,,hypothetical protein,9793393,PA4724.1
PA14_62530,cbrA,two-component sensor CbrA,881602,PA4725
PA14_62540,cbrB,two-component response regulator CbrB,881609,PA4726
PA14_62560,pcnB,poly(A) polymerase,881610,PA4727
PA14_62570,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,881616,PA4728
PA14_62580,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,881621,PA4729
PA14_62590,panC,pantoate--beta-alanine ligase,881622,PA4730
PA14_62600,panD,aspartate alpha-decarboxylase,881637,PA4731
PA14_62620,pgi,glucose-6-phosphate isomerase,881638,PA4732
PA14_62630,acsB,acetyl-CoA synthetase,881650,PA4733
PA14_62640,,hypothetical protein,881651,PA4734
PA14_62650,,hypothetical protein,881654,PA4735
PA14_62660,,hypothetical protein,881655,PA4736
PA14_62670,,hypothetical protein,881663,PA4737
PA14_62680,,hypothetical protein,881664,PA4738
PA14_62690,,hypothetical protein,881670,PA4739
PA14_62710,pnp,polynucleotide phosphorylase,881671,PA4740
PA14_62720,rpsO,30S ribosomal protein S15,881675,PA4741
PA14_62730,truB,tRNA pseudouridine synthase B,881676,PA4742
PA14_62740,rbfA,ribosome-binding factor A,881688,PA4743
PA14_62760,infB,translation initiation factor IF-2,881695,PA4744
PA14_62770,nusA,transcription elongation factor NusA,881696,PA4745
PA14_62780,,hypothetical protein,881700,PA4746
PA14_62790,,tRNA-Met,,
PA14_62800,,tRNA-Leu,,
PA14_62810,secG,preprotein translocase subunit SecG,881707,PA4747
PA14_62830,tpiA,triosephosphate isomerase,881712,PA4748
PA14_62840,glmM,phosphoglucosamine mutase,881713,PA4749
PA14_62850,folP,dihydropteroate synthase,881715,PA4750
PA14_62860,ftsH,cell division protein FtsH,881716,PA4751
PA14_62870,rrmJ,cell division protein FtsJ,881725,PA4752
PA14_62880,,hypothetical protein,881726,PA4753
PA14_62890,,hypothetical protein,881735,PA4754
PA14_62900,greA,transcription elongation factor GreA,881736,PA4755
PA14_62910,carB,carbamoyl phosphate synthase large subunit,881743,PA4756
PA14_62920,,leucine export protein LeuE,881750,PA4757
PA14_62930,carA,carbamoyl phosphate synthase small subunit,881751,PA4758
PA14_62940,dapB,dihydrodipicolinate reductase,881759,PA4759
PA14_62960,dnaJ,chaperone protein DnaJ,881760,PA4760
PA14_62970,dnaK,molecular chaperone DnaK,881765,PA4761
PA14_62990,grpE,heat shock protein GrpE,881766,PA4762
PA14_63010,recN,DNA repair protein RecN,881773,PA4763
PA14_63020,fur,ferric uptake regulation protein,881780,PA4764
PA14_63030,omlA,outer membrane lipoprotein OmlA precursor,881781,PA4765
PA14_63040,,hypothetical protein,881790,PA4766
PA14_63050,,hypothetical protein,881791,PA4767
PA14_63060,smpB,SsrA-binding protein,881797,PA4768
PA14_63070,,GntR family transcriptional regulator,881798,PA4769
PA14_63080,lldP,L-lactate permease,881808,PA4770
PA14_63090,lldD,L-lactate dehydrogenase,881809,PA4771
PA14_63100,,ferredoxin,881816,PA4772
PA14_63110,,S-adenosylmethionine decarboxylase,881823,PA4773
PA14_63120,,hypothetical protein,881824,PA4774
PA14_63130,,hypothetical protein,881833,PA4775
PA14_63150,pmrA,two-component response regulator,881834,PA4776
PA14_63160,pmrB,PmrB: two-component regulator system signal sensor kinase PmrB,881841,PA4777
PA14_63170,,transcriptional regulator,881842,PA4778
PA14_63190,,hypothetical protein,880056,PA4779
PA14_63200,,hypothetical protein,880057,PA4780
PA14_63210,,two-component response regulator,880075,PA4781
PA14_63220,,hypothetical protein,880076,PA4782
PA14_63230,,hypothetical protein,880391,PA4783
PA14_63240,,transcriptional regulator,880392,PA4784
PA14_63250,,acetyl-CoA acetyltransferase,880568,PA4785
PA14_63270,fabG,3-ketoacyl-ACP reductase,880569,PA4786
PA14_63280,,transcriptional regulator,880495,PA4787
PA14_63290,phaJ3,hypothetical protein,880496,PA4788
PA14_63300,,hypothetical protein,880548,PA4789
PA14_63310,,hypothetical protein,880549,PA4790
PA14_63320,,hypothetical protein,880462,PA4791
PA14_63330,,glycerolphosphodiesterase,880463,PA4792
PA14_63340,,lipoprotein,880439,PA4793
PA14_63350,,GNAT family acetyltransferase,880440,PA4794
PA14_63360,,hypothetical protein,880423,PA4795
PA14_63370,,hypothetical protein,880424,PA4796
PA14_63380,,hypothetical protein,880408,PA4798
PA14_63390,,adenylate kinase,880308,PA4799
PA14_63410,,hypothetical protein,880309,PA4800
PA14_63420,,hypothetical protein,,
PA14_63430,,hypothetical protein,880269,PA4801
PA14_63440,,bacteriophage integrase,,
PA14_63450,,hypothetical protein,,
PA14_63460,,tRNA-Sec,,
PA14_63470,,methyltransferase,880251,PA4803
PA14_63480,,amino acid permease,880252,PA4804
PA14_63500,,hypothetical protein,880237,PA4805
PA14_63520,,transcriptional regulator,880238,PA4806
PA14_63530,selB,selenocysteine-specific elongation factor,880197,PA4807
PA14_63540,selA,selenocysteine synthase,880198,PA4808
PA14_63550,fdhE,formate dehydrogenase accessory protein FdhE,880170,PA4809
PA14_63570,fdnI,nitrate-inducible formate dehydrogenase subunit gamma,880192,PA4810
PA14_63580,fdnH,nitrate-inducible formate dehydrogenase subunit beta,880193,PA4811
PA14_63605,fdnG,"formate dehydrogenase-O, major subunit",,
PA14_63620,lipC,lipase LipC,880125,PA4813
PA14_63640,fadH2,"2,4-dienoyl-CoA reductase",880156,PA4814
PA14_63650,,hypothetical protein,880157,PA4815
PA14_63660,,hypothetical protein,880098,PA4816
PA14_63680,,hypothetical protein,880099,PA4817
PA14_63700,,hypothetical protein,880067,PA4818
PA14_63710,,glycosyl transferase family protein,880068,PA4819
PA14_63720,,hypothetical protein,880058,PA4820
PA14_63730,,transporter,880059,PA4821
PA14_63740,,hypothetical protein,,
PA14_63750,,hypothetical protein,880171,PA4822
PA14_63770,,hypothetical protein,880172,PA4823
PA14_63780,,hypothetical protein,880400,PA4824
PA14_63800,mgtA,"Mg(2+) transport ATPase, P-type 2",880401,PA4825
PA14_63820,,hypothetical protein,882168,PA4826
PA14_63830,,N-hydroxyarylamine O-acetyltransferase,882169,PA4827
PA14_63840,,hypothetical protein,882253,PA4828
PA14_63850,lpd3,dihydrolipoamide dehydrogenase,882254,PA4829
PA14_63860,,hypothetical protein,882275,PA4830
PA14_63880,,transcriptional regulator,882767,PA4831
PA14_63890,,short-chain dehydrogenase,882768,PA4832
PA14_63900,,hemolyin III,882769,PA4833
PA14_63910,,hypothetical protein,882351,PA4834
PA14_63920,,hypothetical protein,882352,PA4835
PA14_63940,,hypothetical protein,878136,PA4836
PA14_63960,,uter membrane protein,878137,PA4837
PA14_63970,,hypothetical protein,879593,PA4838
PA14_63990,speA,arginine decarboxylase,879594,PA4839
PA14_64000,,translation initiation factor Sui1,879519,PA4840
PA14_64010,,hypothetical protein,879630,PA4841
PA14_64030,,hypothetical protein,879631,PA4842
PA14_64050,,two-component response regulator,879632,PA4843
PA14_64060,,chemotaxis transducer,879569,PA4844
PA14_64080,dipZ,thiol:disulfide interchange protein,879570,PA4845
PA14_64090,aroQ1,3-dehydroquinate dehydratase,878093,PA4846
PA14_64100,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,879557,PA4847
PA14_64110,accC,acetyl-CoA carboxylase biotin carboxylase subunit,879558,PA4848
PA14_64120,,hypothetical protein,878324,PA4849
PA14_64140,prmA,50S ribosomal protein L11 methyltransferase,878325,PA4850
PA14_64170,,hypothetical protein,878658,PA4851
PA14_64180,,hypothetical protein,878659,PA4852
PA14_64190,fis,DNA-binding protein Fis,880045,PA4853
PA14_64200,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,880046,PA4854
PA14_64220,purD,phosphoribosylamine--glycine ligase,878236,PA4855
PA14_64230,retS,RetS (regulator of exopolysaccharide and Type III secretion),877881,PA4856
PA14_64240,,MarC family protein,877882,PA4857
PA14_64260,,hypothetical protein,,
PA14_64270,,hypothetical protein,877883,PA4858
PA14_64280,,branched-chain amino acid ABC transporter permease,880868,PA4859
PA14_64290,,ABC transporter permease,880869,PA4860
PA14_64300,,ABC transporter ATP-binding protein,877937,PA4861
PA14_64310,,ABC transporter ATP-binding protein,877938,PA4862
PA14_64320,,hypothetical protein,879775,PA4863
PA14_64335,ureD,urease accessory protein,879776,PA4864
PA14_64350,ureA,urease subunit gamma,882210,PA4865
PA14_64360,,hypothetical protein,882184,PA4866
PA14_64370,ureB,urease subunit beta,882185,PA4867
PA14_64390,ureC,urease subunit alpha,878240,PA4868
PA14_64400,,hypothetical protein,878241,PA4869
PA14_64410,,hypothetical protein,878248,PA4870
PA14_64420,,hypothetical protein,878249,PA4871
PA14_64430,,hypothetical protein,,
PA14_64440,,hypothetical protein,878100,PA4872
PA14_64450,,heat-shock protein,878101,PA4873
PA14_64460,,hypothetical protein,879705,PA4874
PA14_64470,,hypothetical protein,879706,PA4875
PA14_64480,osmE,DNA-binding transcriptional activator OsmE,879707,PA4876
PA14_64490,,hypothetical protein,882233,PA4877
PA14_64500,,transcriptional regulator,882234,PA4878
PA14_64510,,hypothetical protein,882910,PA4879
PA14_64520,,bacterioferritin,882911,PA4880
PA14_64530,,hypothetical protein,882511,PA4881
PA14_64540,,hypothetical protein,882512,PA4882
PA14_64550,,hypothetical protein,879597,PA4883
PA14_64560,,hypothetical protein,879598,PA4884
PA14_64570,irlR,two-component response regulator,877996,PA4885
PA14_64580,,two-component sensor,877997,PA4886
PA14_64590,,MFS transporter,882278,PA4887
PA14_64610,,hypothetical protein,882279,PA4888
PA14_64620,,oxidoreductase,882264,PA4889
PA14_64640,,TetR family transcriptional regulator,882265,PA4890
PA14_64650,ureE,urease accessory protein UreE,882294,PA4891
PA14_64660,ureF,urease accessory protein UreF,882295,PA4892
PA14_64670,ureG,urease accessory protein UreG,878632,PA4893
PA14_64680,ureJ,hypothetical protein,878633,PA4894
PA14_64690,,transmembrane sensor,878635,PA4895
PA14_64700,,RNA polymerase sigma factor,878636,PA4896
PA14_64710,,extracellular heme-binding protein,879747,PA4897
PA14_64720,,porin,879748,PA4898
PA14_64740,,aldehyde dehydrogenase,879749,PA4899
PA14_64750,,MFS transporter,882176,PA4900
PA14_64770,mdlC,benzoylformate decarboxylase,882177,PA4901
PA14_64780,,transcriptional regulator,882267,PA4902
PA14_64790,,MFS transporter,882268,PA4903
PA14_64800,vanA,vanillate O-demethylase oxygenase,877879,PA4904
PA14_64810,vanB,vanillate O-demethylase,877880,PA4905
PA14_64820,,transcriptional regulator,878001,PA4906
PA14_64840,,short-chain dehydrogenase,878002,PA4907
PA14_64850,,ornithine cyclodeaminase,879734,PA4908
PA14_64860,,ABC transporter ATP-binding protein,879735,PA4909
PA14_64870,,ABC transporter ATP-binding protein,878157,PA4910
PA14_64880,,branched chain amino acid ABC transporter permease,878158,PA4911
PA14_64890,,branched chain amino acid ABC transporter permease,878521,PA4912
PA14_64900,,ABC transporter substrate-binding protein,878522,PA4913
PA14_64910,,LysR family transcriptional regulator,879725,PA4914
PA14_64920,,methyl-accepting chemotaxis protein,879726,PA4915
PA14_64930,,hypothetical protein,878462,PA4916
PA14_64940,,hypothetical protein,878463,PA4917
PA14_64950,pncA,hypothetical protein,878464,PA4918
PA14_64960,pncB1,nicotinate phosphoribosyltransferase,882212,PA4919
PA14_64980,nadE,NAD synthetase,882213,PA4920
PA14_64990,,hypothetical protein,878045,PA4921
PA14_65000,azu,azurin,878046,PA4922
PA14_65010,,hypothetical protein,879697,PA4923
PA14_65030,,hypothetical protein,879698,PA4924
PA14_65040,,hypothetical protein,878053,PA4925
PA14_65050,,hypothetical protein,878054,PA4926
PA14_65060,,hypothetical protein,879695,PA4927
PA14_65080,,hypothetical protein,879696,PA4928
PA14_65090,,hypothetical protein,878645,PA4929
PA14_65110,alr,biosynthetic alanine racemase,878646,PA4930
PA14_65130,dnaB,replicative DNA helicase,879625,PA4931
PA14_65150,rplI,50S ribosomal protein L9,879626,PA4932
PA14_65160,,hypothetical protein,878034,PA4933
PA14_65170,rpsR,30S ribosomal protein S18,878035,PA4934
PA14_65180,rpsF,30S ribosomal protein S6,877646,PA4935
PA14_65190,,"TrmH family RNA methyltransferase , group 3",877647,PA4936
PA14_65200,rnr,exoribonuclease RNase R,879988,PA4937
PA14_65210,,tRNA-Leu,,
PA14_65230,purA,adenylosuccinate synthetase,877657,PA4938
PA14_65250,hisZ,ATP phosphoribosyltransferase,877658,PA4939
PA14_65260,,hypothetical protein,878720,PA4940
PA14_65270,hflC,protease subunit HflC,878721,PA4941
PA14_65280,hflK,protease subunit HflK,877755,PA4942
PA14_65300,hflX,GTP-binding protein,877756,PA4943
PA14_65310,hfq,RNA-binding protein Hfq,878015,PA4944
PA14_65320,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,878016,PA4945
PA14_65350,mutL,DNA mismatch repair protein,878468,PA4946
PA14_65370,amiB,N-acetylmuramoyl-L-alanine amidase,878469,PA4947
PA14_65380,,hypothetical protein,878066,PA4948
PA14_65390,,hypothetical protein,878067,PA4949
PA14_65400,,iron-sulfur cluster-binding protein,878204,PA4950
PA14_65410,orn,oligoribonuclease,878205,PA4951
PA14_65420,,ribosome-associated GTPase,878216,PA4952
PA14_65430,motB,flagellar motor protein MotB,878217,PA4953
PA14_65450,motA,flagellar motor protein MotA,879861,PA4954
PA14_65470,,hypothetical protein,879862,PA4955
PA14_65480,rhdA,thiosulfate sulfurtransferase,879172,PA4956
PA14_65500,psd,phosphatidylserine decarboxylase,879173,PA4957
PA14_65520,,hypothetical protein,878415,PA4958
PA14_65540,,hypothetical protein,878416,PA4959
PA14_65560,serB,phosphoserine phosphatase,878558,PA4960
PA14_65570,,hypothetical protein,878559,PA4961
PA14_65580,,membrane-bound metal-dependent hydrolase,879930,PA4962
PA14_65590,,hypothetical protein,879931,PA4963
PA14_65605,parC,DNA topoisomerase IV subunit A,879741,PA4964
PA14_65630,,hypothetical protein,879742,PA4965
PA14_65640,,hypothetical protein,879896,PA4966
PA14_65660,parE,DNA topoisomerase IV subunit B,879897,PA4967
PA14_65670,,hypothetical protein,879898,PA4968
PA14_65690,,hypothetical protein,880028,PA4969
PA14_65700,,hypothetical protein,880029,PA4970
PA14_65710,aspP,adenosine diphosphate sugar pyrophosphatase,879756,PA4971
PA14_65720,,lipoprotein,879757,PA4972
PA14_65740,thiC,thiamine biosynthesis protein ThiC,879702,PA4973
PA14_65750,,outer membrane efflux protein,879703,PA4974
PA14_65760,,NAD(P)H quinone oxidoreductase,880914,PA4975
PA14_65770,aspC,aspartate transaminase,880915,PA4976
PA14_65795,,hypothetical protein,880189,PA4977
PA14_65810,,hypothetical protein,880190,PA4978
PA14_65820,,acyl-CoA dehydrogenase,880425,PA4979
PA14_65840,,enoyl-CoA hydratase/isomerase,880426,PA4980
PA14_65850,,amino acid ABC transporter permease,880427,PA4981
PA14_65860,,two-component sensor,880340,PA4982
PA14_65870,,hypothetical protein,,
PA14_65880,,two-component response regulator,880341,PA4983
PA14_65900,,TetR family transcriptional regulator,880153,PA4984
PA14_65920,,hypothetical protein,880154,PA4985
PA14_65940,,oxidoreductase,879015,PA4986
PA14_65950,,transcriptional regulator,879016,PA4987
PA14_65960,waaA,3-deoxy-D-manno-octulosonic-acid transferase,880145,PA4988
PA14_65970,,transcriptional regulator,880146,PA4989
PA14_65990,qacH,SMR multidrug efflux transporter,880147,PA4990
PA14_66000,,hypothetical protein,880166,PA4991
PA14_66010,,hypothetical protein,880167,PA4992
PA14_66020,,hypothetical protein,880233,PA4993
PA14_66040,,acyl-CoA dehydrogenase,880234,PA4994
