PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA2985	PA14_25470	0.1700189393327888	5.586798819644988e-36		least stable
PA5349	PA14_70620	0.28155421169687955	4.915347116808735e-98	rubB
PA1164	PA14_49350	0.6112935519085323	0.0		most stable
PA1751	PA14_41910	0.5422692141948727	0.0		most stable
PA0747	PA14_54620	0.7016608485795836	0.0		most stable
PA3976	PA14_12400	0.7015248217662149	0.0	thiE	most stable
PA2303	PA14_34830	0.7952781016801752	0.0	ambD	most stable
PA2254	PA14_35430	0.8266979546187576	0.0	pvcA	most stable
PA1589	PA14_43940	0.8076998571319426	0.0	sucD	most stable
PA3943	PA14_12860	0.5127333981012139	0.0		most stable
PA1304	PA14_47360	0.800828693737519	0.0		most stable
PA0797	PA14_53920	0.2746465538451717	3.4453516685589277e-93
PA3927	PA14_13060	0.37559374771028253	7.904225114266118e-179
PA2964	PA14_25710	0.8221412367739839	0.0	pabC	most stable
PA2865	PA14_27050	0.04244715575053388	0.0019019831723194641		least stable
PA3795	PA14_14990	0.647318755203623	0.0		most stable
PA2011	PA14_38490	0.6533317149889315	0.0	liuE	most stable
PA4190	PA14_09700	0.5711542371206164	0.0	pqsL	most stable
PA1772	PA14_41640	0.6082155190541457	0.0		most stable
PA2783	PA14_28100	0.8211007167324227	0.0	mep72	most stable
PA1064	PA14_50630	0.8090947549259697	0.0		most stable
PA1222	PA14_48520	0.5411800401481053	0.0		most stable
PA1124	PA14_49840	0.6393985723442314	0.0	dgt	most stable
PA1476	PA14_45370	0.6915761545870494	0.0	ccmB	most stable
PA3024	PA14_24960	0.33447262145353646	5.785797983606496e-140
PA2143	PA14_36850	0.5578434583967766	0.0		most stable
PA4334	PA14_56340	0.411258192959247	1.951747632500526e-217
PA4082	PA14_11100	0.7594094014665507	0.0	cupB5	most stable
PA1582	PA14_44050	0.8341194083763895	0.0	sdhD	most stable
PA4749	PA14_62840	0.6848018691839362	0.0	glmM	most stable
PA2684	PA14_29400	0.5177542710838362	0.0	tse5	most stable
PA5506	PA14_72650	0.6188604084909378	0.0		most stable
PA2279	PA14_35100	0.7100209274211082	0.0	arsC	most stable
PA1017	PA14_51170	0.6498614976433209	0.0	pauA	most stable
PA3093	PA14_24150	0.504216104458636	0.0		most stable
PA0702	PA14_55230	0.8082305619981629	0.0		most stable
PA4189	PA14_09710	0.793449101067054	0.0		most stable
PA5161	PA14_68170	0.5943345145167478	0.0	rmlB	most stable
PA2915	PA14_26350	0.7758489050775267	0.0		most stable
PA4791	PA14_63320	0.5837297189088798	0.0		most stable
PA0289	PA14_03780	0.3959499901244107	2.8037946231674756e-200	gpuR
PA1056	PA14_50710	0.5483264798419525	0.0	shaC	most stable
PA3808	PA14_14810	0.5468029198079903	0.0		most stable
PA1875	PA14_40250	0.765552941580617	0.0		most stable
PA3200	PA14_22820	0.6198090439586263	0.0		most stable
PA2199	PA14_36270	0.1671469935988475	8.159496035653067e-35		least stable
PA1268	PA14_47840	0.8374861395585064	0.0	lhpA	most stable
PA0972	PA14_51720	0.678651127166692	0.0	tolB	most stable
PA2869	PA14_26980	0.39685838351108815	2.848833096422334e-201
PA0866	PA14_53050	0.17998460071548086	3.5056615098161394e-40	aroP2	least stable
PA5212	PA14_68840	0.7362877332051004	0.0		most stable
PA2216	PA14_36060	0.8271244672103889	0.0		most stable
PA4501	PA14_58410	0.4998884779023121	0.0	opdD
PA2987	PA14_25440	0.761315921757914	0.0	lolD	most stable
PA5523	PA14_72870	0.39083799390340995	9.51539940525428e-195
PA3204	PA14_22760	0.597720917695046	0.0	cpxR	most stable
PA5555	PA14_73250	0.8319489263561826	0.0	atpG	most stable
PA5318	PA14_70220	0.31822266941990246	3.696438637762568e-126
PA5021	PA14_66380	0.797159717383868	0.0		most stable
PA4569	PA14_60470	0.8161988690386757	0.0	ispB	most stable
PA2044	PA14_38080	0.5041305502138859	0.0		most stable
PA2790	PA14_28030	0.7271296212455118	0.0		most stable
PA3762	PA14_15770	0.34965190625954135	1.2219238011481187e-153
PA4782	PA14_63220	0.1765855199226333	1.0148634639437115e-38		least stable
PA4680	PA14_61910	0.6527957538429168	0.0		most stable
PA3177	PA14_23130	0.28711367389115383	4.8914289287699255e-102
PA3797	PA14_14960	0.5879836521301948	0.0		most stable
PA5465	PA14_72130	0.5173652349151233	0.0		most stable
PA4893	PA14_64670	0.6971194486905625	0.0	ureG	most stable
PA1842	PA14_40690	0.4925251577881779	0.0
PA4639	PA14_61390	0.07984505090296623	4.987495349686438e-09		least stable
PA1364	PA14_46650	0.7277525412827631	0.0		most stable
PA1267	PA14_47850	0.870344212478623	0.0	lhpB	most stable
PA3703	PA14_16480	0.6340097651427332	0.0	wspF	most stable
PA3682	PA14_16740	0.7437841220500664	0.0		most stable
PA4790	PA14_63310	0.7590432069966072	0.0		most stable
PA0179	PA14_02260	0.7602665344515385	0.0		most stable
PA4483	PA14_58180	0.8352131954157365	0.0	gatA	most stable
PA4911	PA14_64880	0.6945143219202783	0.0		most stable
PA5075	PA14_67040	0.831125454230978	0.0		most stable
PA3768	PA14_15670	0.6001500416566976	0.0		most stable
PA4407	PA14_57275	0.641901725531072	0.0	ftsZ	most stable
PA4419	PA14_57440	0.5806471009370751	0.0	ftsL	most stable
PA1736	PA14_42090	0.7171699201486387	0.0		most stable
PA1319	PA14_47180	0.22698254629140394	1.8361385256809095e-63	cyoC
PA1827	PA14_40900	0.805414374662598	0.0		most stable
PA5498	PA14_72550	0.41517557270780053	5.666691731912208e-222	znuA
PA4330	PA14_56250	0.22185818171429	1.218792209577596e-60
PA3879	PA14_13730	0.4454948434477392	3.3459931818452153e-259	narL
PA1532	PA14_44630	0.7420428869218115	0.0	dnaX	most stable
PA5210	PA14_68820	0.6343134434485005	0.0		most stable
PA2720	PA14_28990	0.43745196562496674	5.944436391700878e-249
PA5157	PA14_68110	0.3327844181298952	1.7230388109568258e-138
PA2245	PA14_35550	0.6965271016081716	0.0	pslO	most stable
PA0055	PA14_00670	0.6499675056220424	0.0		most stable
PA1916	PA14_39750	0.8265180385446907	0.0		most stable
PA1270	PA14_47810	0.8398737989484119	0.0		most stable
PA3006	PA14_25180	0.5231692688922185	0.0	psrA	most stable
PA1458	PA14_45590	0.36758569491273624	8.403894765414723e-171
PA0232	PA14_02850	0.6087929750098041	0.0	pcaC	most stable
PA0713	PA14_55110	0.5330386902343258	0.0		most stable
PA3474	PA14_19150	0.7593631957712976	0.0		most stable
PA1273	PA14_47760	0.722481464826499	0.0	cobB	most stable
PA0142	PA14_01750	0.5553470061814046	0.0		most stable
PA2744	PA14_28650	0.8245506506892876	0.0	thrS	most stable
PA0343	PA14_04490	0.08847206419079158	9.06530557203894e-11		least stable
PA3708	PA14_16430	0.4911163965907539	7.4e-323	wspA
PA5374	PA14_70970	0.5148516608826929	0.0	betI	most stable
PA0331	PA14_04320	0.8563970946257305	0.0	ilvA1	most stable
PA1554	PA14_44370	0.8056310737261576	0.0	ccoN1	most stable
PA0527	PA14_06870	0.43634003654147024	1.4772318333196446e-247	dnr
PA4052	PA14_11450	0.8277145495708479	0.0	nusB	most stable
PA0760	PA14_54470	0.7697369128387773	0.0		most stable
PA1114	PA14_49960	0.44022765896908156	1.8539386272379975e-252
PA3013	PA14_25090	0.45338720303084634	1.564965763026909e-269	faoB
PA5370	PA14_70920	0.7712931304835756	0.0		most stable
PA0537	PA14_06990	0.24469750622976127	9.064976725228734e-74
PA4050	PA14_11470	0.7706568948740306	0.0	pgpA	most stable
PA4737	PA14_62670	-0.03559583575662422	0.00922546071148754		least stable
PA2490	PA14_32440	0.2575610897506872	8.478561154262424e-82
PA2553	PA14_31530	0.5818876531749405	0.0		most stable
PA1333	PA14_47010	0.37751232600735796	8.726207337386777e-181
PA4094	PA14_10940	0.5974581241382736	0.0		most stable
PA2582	PA14_30710	0.54489384617027	0.0		most stable
PA0318	PA14_04150	0.6324033372791557	0.0		most stable
PA2619	PA14_30240	0.7324704929068598	0.0	infA	most stable
PA2647	PA14_29880	0.8134403907772759	0.0	nuoL	most stable
PA2290	PA14_34970	0.7272247345667077	0.0	gcd	most stable
PA3491	PA14_18920	0.7455667639081872	0.0		most stable
PA1765	PA14_41740	0.7671964061583367	0.0		most stable
PA4305	PA14_55930	0.7891357950056678	0.0	rcpC	most stable
PA3654	PA14_17080	0.8218898626358118	0.0	pyrH	most stable
PA4060	PA14_11350	0.5938844164882909	0.0		most stable
PA2029	PA14_38290	0.584623489576038	0.0		most stable
PA3257	PA14_21880	0.6379143332579869	0.0	algO	most stable
PA1551	PA14_44420	0.6588611280387068	0.0		most stable
PA0176	PA14_02220	0.8107495421278768	0.0	aer2	most stable
PA3022	PA14_24980	0.35055617211992485	1.7703351968193365e-154
PA1541	PA14_44520	0.5294885350443619	0.0		most stable
PA5150	PA14_68040	0.653048037572058	0.0		most stable
PA3326	PA14_21030	0.5857267066108326	0.0	clpP2	most stable
PA5518	PA14_72800	0.5984516416021559	0.0		most stable
PA1398	PA14_46340	0.4263679720027136	2.832781441401946e-235
PA2752	PA14_28510	0.5461890055596169	0.0		most stable
PA0559	PA14_07280	0.6955795396705098	0.0		most stable
PA0620	PA14_08050	0.6293751677813766	0.0		most stable
PA1921	PA14_39660	0.5204515698003412	0.0		most stable
PA2107	PA14_37350	0.49695797362135824	0.0
PA5170	PA14_68300	0.6240668098208274	0.0	arcD	most stable
PA1643	PA14_43270	0.6579799145699494	0.0		most stable
PA0301	PA14_03930	0.7268509114769409	0.0	spuE	most stable
PA1811	PA14_41110	0.6963495531132147	0.0	nppA1	most stable
PA4965	PA14_65630	0.7537748396893174	0.0		most stable
PA3394	PA14_20180	0.5205337079531374	0.0	nosF	most stable
PA4929	PA14_65090	0.7652165087578964	0.0		most stable
PA3573	PA14_18090	0.31859684728631343	1.8171566426273825e-126
PA4479	PA14_58120	0.8528441351273323	0.0	mreD	most stable
PA0775	PA14_54260	0.8562588762570482	0.0		most stable
PA2769	PA14_28290	0.451620530544674	3.3930960581686216e-267
PA3586	PA14_17910	0.42086221810220403	1.1440245941788062e-228
PA0854	PA14_53220	0.7529957438102717	0.0	fumC2	most stable
PA3977	PA14_12390	0.8190778864307713	0.0	hemL	most stable
PA0602	PA14_07850	0.5022377116587703	0.0		most stable
PA3961	PA14_12630	0.7373976070461171	0.0		most stable
PA5277	PA14_69670	0.7548381245715274	0.0	lysA	most stable
PA3580	PA14_17990	0.4608690985389231	1.402215825107268e-279
PA1404	PA14_46280	0.7560350396721236	0.0		most stable
PA1583	PA14_44030	0.8391636956016112	0.0	sdhA	most stable
PA2421	PA14_33380	0.4729812869648377	2.1874600562942832e-296
PA2954	PA14_25830	0.4057308883664471	3.887640367079357e-211
PA0332	PA14_04330	0.30067313247672683	3.4682390669299133e-112
PA1794	PA14_41380	0.8408839955594513	0.0	glnS	most stable
PA0313	PA14_04080	0.6360355865437671	0.0		most stable
PA4626	PA14_61210	0.6544091769826209	0.0	hprA	most stable
PA3813	PA14_14740	0.544729163895243	0.0	iscU	most stable
PA0796	PA14_53940	0.6517625545722778	0.0	prpB	most stable
PA1690	PA14_42660	0.5320483186442935	0.0	pscU	most stable
PA1636	PA14_43350	0.6730117956789295	0.0	kdpD	most stable
PA0182	PA14_02300	0.3317187486880329	1.4518578613368966e-137
PA1780	PA14_41540	0.599182243358118	0.0	nirD	most stable
PA0545	PA14_07070	0.10684101160983198	4.702516854085807e-15		least stable
PA2841	PA14_27360	0.7768724813553107	0.0		most stable
PA3091	PA14_24180	0.6392790519562422	0.0		most stable
PA0561	PA14_07300	0.5908565444805204	0.0		most stable
PA0473	PA14_06190	0.6082088330183285	0.0		most stable
PA0297	PA14_03870	0.43268412973315074	5.254461084242737e-243	spuA
PA3089	PA14_24210	0.7853119002086755	0.0		most stable
PA4931	PA14_65130	0.792595040442748	0.0	dnaB	most stable
PA0294	PA14_03840	0.3672621843034161	1.7537498158247844e-170	aguR
PA2576	PA14_30790	0.3657614993570497	5.262320219152483e-169
PA4218	PA14_09380	0.7223387555969202	0.0	ampP	most stable
PA1396	PA14_46370	0.7617282767330756	0.0		most stable
PA0156	PA14_01940	0.58843455241525	0.0	triA	most stable
PA3677	PA14_16800	0.20891924221531816	7.918541327177001e-54	mexJ
PA3097	PA14_24070	0.4821278333990988	1.553447284855782e-309	xcpX
PA1428	PA14_45980	0.6973180796416938	0.0		most stable
PA2537	PA14_31750	0.5703712139523962	0.0		most stable
PA5310	PA14_70110	0.4956154065803384	0.0
PA4227	PA14_09260	0.6281961688590616	0.0	pchR	most stable
PA2903	PA14_26530	0.6752258459404251	0.0	cobJ	most stable
PA4936	PA14_65190	0.6147902536634261	0.0		most stable
PA0265	PA14_03430	0.4858185572871142	5.906464303e-315	davD
PA3567	PA14_18160	0.4140911080558318	1.0361587548254108e-220
PA0722	PA14_48950	0.28631491336666093	1.862467681497438e-101
PA1993	PA14_38730	0.6115136700942242	0.0		most stable
PA2367	PA14_34030	0.6697888922697646	0.0	hcp3	most stable
PA5515	PA14_72770	0.657429811216041	0.0		most stable
PA5224	PA14_69000	0.8177237421770236	0.0	pepP	most stable
PA3763	PA14_15740	0.8608906860783145	0.0	purL	most stable
PA5007	PA14_66200	0.831133423383715	0.0	wapG	most stable
PA1103	PA14_50110	0.5651129862003864	0.0		most stable
PA1981	PA14_38880	0.8132093362561427	0.0		most stable
PA4524	PA14_58700	0.654959257454302	0.0	nadC	most stable
PA4582	PA14_60630	0.2430934784321103	8.435935403981493e-73
PA4856	PA14_64230	0.7661764472459536	0.0	retS	most stable
PA3237	PA14_22320	0.36776985101047255	5.5265021363304735e-171
PA5129	PA14_67740	0.857092124383204	0.0	grxC	most stable
PA1653	PA14_43140	0.6729410720699627	0.0		most stable
PA5101	PA14_67370	0.8468825863394264	0.0		most stable
PA0684	PA14_55460	0.8249608918998457	0.0	hxcZ	most stable
PA5090	PA14_67230	0.42478214913903733	2.3315987640944116e-233	vgrG5
PA0666	PA14_08520	0.7958428472460228	0.0		most stable
PA1989	PA14_38780	0.723210346453074	0.0	pqqE	most stable
PA4621	PA14_61150	0.5462818072822966	0.0		most stable
PA2836	PA14_27420	0.880927951917539	0.0		most stable
PA1984	PA14_38840	0.31371475428249757	1.7718792887546675e-122	exaC
PA1884	PA14_40150	0.6850119153457961	0.0		most stable
PA5226	PA14_69020	0.7745344814272139	0.0		most stable
PA4734	PA14_62640	0.16710526215199506	8.480696738472896e-35		least stable
PA3078	PA14_24340	0.43307182034647695	1.740049632599227e-243	cprS
PA2237	PA14_35670	0.10788794319838259	2.536058059893965e-15	pslG	least stable
PA1880	PA14_40200	0.7770196771490685	0.0		most stable
PA5034	PA14_66550	0.8538181063057407	0.0	hemE	most stable
PA5171	PA14_68330	0.6139343151521264	0.0	arcA	most stable
PA2918	PA14_26310	0.7490172316244231	0.0		most stable
PA3455	PA14_19410	0.7015757779120692	0.0		most stable
PA3243	PA14_22040	0.6608991226985824	0.0	minC	most stable
PA4251	PA14_08970	0.8477437738480883	0.0	rplE	most stable
PA3873	PA14_13810	0.5031131134182065	0.0	narJ	most stable
PA0982	PA14_59960	0.029272058098624956	0.03228817551768108		least stable
PA3625	PA14_17450	0.838398722396436	0.0	surE	most stable
PA3758	PA14_15820	0.5007291765795092	0.0		most stable
PA1608	PA14_43710	0.2587745641466675	1.4023333122970253e-82
PA3659	PA14_17030	0.6177107392146398	0.0		most stable
PA5116	PA14_67550	0.7172083582595943	0.0		most stable
PA5400	PA14_71300	0.8316759457632228	0.0		most stable
PA2386	PA14_33810	0.643101588565828	0.0	pvdA	most stable
PA4120	PA14_10660	0.22717660949735444	1.4310019069330406e-63
PA1337	PA14_46970	0.7588765310930726	0.0	ansB	most stable
PA2023	PA14_38350	0.5039231502740978	0.0	galU	most stable
PA4627	PA14_61220	0.8035391464146198	0.0		most stable
PA5119	PA14_67600	0.656424235365428	0.0	glnA	most stable
PA4341	PA14_56430	0.6257762157281143	0.0		most stable
PA3883	PA14_13680	0.6209341302102226	0.0		most stable
PA4167	PA14_09980	0.7759994409935091	0.0		most stable
PA5158	PA14_68120	0.5348997831770635	0.0		most stable
PA3636	PA14_17310	0.8076025588421055	0.0	kdsA	most stable
PA0771	PA14_54320	0.7418070764793955	0.0	era	most stable
PA3766	PA14_15700	0.7930989883491695	0.0		most stable
PA3528	PA14_18700	0.7651466496206848	0.0	rnt	most stable
PA0325	PA14_04240	0.7933995031203376	0.0		most stable
PA0604	PA14_07870	0.17426643508596118	9.70070021409829e-38	agtB	least stable
PA0291	PA14_03800	0.6943646857296417	0.0	oprE	most stable
PA1704	PA14_42490	0.42637474606153014	2.7797704588404844e-235	pcrR
PA5201	PA14_68710	0.873989125982186	0.0		most stable
PA4888	PA14_64610	0.801211034717188	0.0	desB	most stable
PA1237	PA14_48280	0.8396977936211141	0.0		most stable
PA0658	PA14_08440	0.5287541786034328	0.0		most stable
PA1662	PA14_42980	0.6612727297792289	0.0	clpV2	most stable
PA5225	PA14_69010	0.8014179935240254	0.0		most stable
PA0676	PA14_55540	0.3715343879340134	9.888192127294653e-175	vreR
PA2803	PA14_27890	0.6616235698536014	0.0		most stable
PA3699	PA14_16550	0.5712940147546764	0.0		most stable
PA0251	PA14_03100	0.30999005572692184	1.7439300834022826e-119
PA3167	PA14_23270	0.8276954557285282	0.0	serC	most stable
PA0851	PA14_53260	0.7062612307050077	0.0		most stable
PA4459	PA14_57910	0.6351752924584433	0.0	lptC	most stable
PA1694	PA14_42610	0.5091531054139953	0.0	pscQ	most stable
PA0160	PA14_01990	0.44767059209827353	5.057842662644248e-262
PA3403	PA14_20070	0.46182714796143987	6.950227011038016e-281
PA1003	PA14_51340	0.5902413905732286	0.0	mvfR	most stable
PA4784	PA14_63240	0.4103834103186593	1.973935938017104e-216
PA1286	PA14_47560	0.5976988441617486	0.0		most stable
PA2327	PA14_34520	0.705921017869833	0.0		most stable
PA0912	PA14_52465	0.440114729727598	2.578558190192769e-252
PA4156	PA14_10200	0.5716875563014806	0.0	fvbA	most stable
PA0020	PA14_00210	0.8529017290726779	0.0	tsaP	most stable
PA2978	PA14_25540	0.824889265698277	0.0	ptpA	most stable
PA1567	PA14_44210	0.745970237088292	0.0		most stable
PA3539	PA14_18590	0.7485703354227903	0.0		most stable
PA4313	PA14_56050	0.36588098703590016	4.016505756045398e-169
PA3162	PA14_23330	0.8464156638444136	0.0	rpsA	most stable
PA0687	PA14_55430	0.8524738101097904	0.0	hxcS	most stable
PA5070	PA14_66980	0.7405212121038266	0.0	tatC	most stable
PA3064	PA14_24480	0.6666502903898627	0.0	pelA	most stable
PA4333	PA14_56300	0.8462703692635967	0.0		most stable
PA5393	PA14_71210	0.8572661992283394	0.0		most stable
PA4162	PA14_10130	0.7432582104300385	0.0		most stable
PA1529	PA14_44660	0.6845058983254138	0.0	lig	most stable
PA0813	PA14_53750	0.8199702974047344	0.0		most stable
PA2892	PA14_26650	0.46330607961952114	6.600291874887557e-283	atuG
PA2491	PA14_32420	0.3142178609204408	6.931414083700886e-123	mexS
PA1324	PA14_47120	0.7534885836149885	0.0		most stable
PA4181	PA14_09810	0.4104996669596504	1.4519641628201144e-216
PA0051	PA14_00640	0.6502162460801488	0.0	phzH	most stable
PA3529	PA14_18690	0.49194340064593384	5e-324
PA1367	PA14_46630	0.4610983676128955	6.838190748399231e-280
PA1235	PA14_48310	0.7406006947583847	0.0		most stable
PA3165	PA14_23290	0.7624477636932345	0.0	hisC2	most stable
PA0003	PA14_00030	0.8356241785835808	0.0	recF	most stable
PA4398	PA14_57170	0.6564395955432442	0.0		most stable
PA1933	PA14_39520	0.3619311343424911	2.8569043000497487e-165
PA4317	PA14_56090	0.8513329913039048	0.0		most stable
PA0842	PA14_53380	0.5292510731535174	0.0		most stable
PA3458	PA14_19380	0.6777449925879696	0.0		most stable
PA3718	PA14_16310	0.6451556490657916	0.0		most stable
PA2480	PA14_32570	0.574761270538596	0.0		most stable
PA0750	PA14_54590	0.7084301487963607	0.0	ung	most stable
PA4030	PA14_11700	0.545514969212443	0.0		most stable
PA0358	PA14_04680	0.7750593556372527	0.0		most stable
PA4135	PA14_10480	0.5286737162536744	0.0		most stable
PA2063	PA14_37820	0.7516956719669498	0.0		most stable
PA1246	PA14_48115	0.7189115153579093	0.0	aprD	most stable
PA0774	PA14_54270	0.8531836229678917	0.0		most stable
PA2807	PA14_27840	-0.0706953655612649	2.2705209991572065e-07		least stable
PA1814	PA14_41070	0.42891317997884704	2.2720545561462024e-238	kerV
PA3880	PA14_13720	0.1993759612997893	4.362995595088543e-49		least stable
PA0968	PA14_51770	0.7851227874125319	0.0		most stable
PA3827	PA14_14510	0.8183326807551986	0.0	lptG	most stable
PA4571	PA14_60490	0.735970892495879	0.0		most stable
PA2876	PA14_26890	0.8488799646108748	0.0	pyrF	most stable
PA0682	PA14_55480	0.7734097011891417	0.0	hxcX	most stable
PA3905	PA14_13380	0.6956827057128777	0.0		most stable
PA0197	PA14_02490	0.7696077497193742	0.0	tonB2	most stable
PA1327	PA14_47090	0.8344872480895348	0.0		most stable
PA2120	PA14_37150	0.362890339077844	3.3530897194879434e-166
PA1651	PA14_43160	0.07405658718810172	5.878865547240383e-08		least stable
PA4702	PA14_62240	0.7780281324802714	0.0		most stable
PA4244	PA14_09040	0.8297965442997703	0.0	rplO	most stable
PA5135	PA14_67820	0.7420465055138691	0.0		most stable
PA3565	PA14_18200	0.6807934662915925	0.0		most stable
PA4348	PA14_56540	0.7020241002113697	0.0		most stable
PA4255	PA14_08930	0.7868151093523448	0.0	rpmC	most stable
PA2795	PA14_27980	0.795871620202885	0.0		most stable
PA2340	PA14_34390	0.4771589340238051	2.420939762742127e-302
PA4706	PA14_62280	0.5619735483127486	0.0	phuV	most stable
PA0623	PA14_08090	0.5748182637243792	0.0		most stable
PA0905	PA14_52570	0.2690770590343165	2.201954805846319e-89	rsmA
PA4606	PA14_60950	0.7047310251144885	0.0		most stable
PA4591	PA14_60760	0.30461860899830717	3.0339080316519574e-115
PA1188	PA14_49070	0.8041153534184607	0.0		most stable
PA4649	PA14_61510	0.6811049125649327	0.0	cupE2	most stable
PA0469	PA14_06150	0.39443108369319824	1.2626947665572478e-198
PA1637	PA14_43340	0.6190383644320403	0.0	kdpE	most stable
PA4138	PA14_10420	0.45438046200560395	7.499544336472015e-271	tyrS
PA1071	PA14_50550	0.7567096574212702	0.0	braF	most stable
PA2013	PA14_38470	0.6714562775308534	0.0	liuC	most stable
PA1598	PA14_43830	0.6657447421117169	0.0		most stable
PA5311	PA14_70120	0.7063512301995647	0.0		most stable
PA3570	PA14_18120	0.7181878200147649	0.0	mmsA	most stable
PA4079	PA14_11130	-0.1020266661482708	7.449789098081815e-14		least stable
PA4166	PA14_09990	0.4246623953781982	3.2499871011903165e-233
PA1919	PA14_39710	0.5120612690504266	0.0	nrdG	most stable
PA2993	PA14_25360	0.826210959170321	0.0		most stable
PA4890	PA14_64640	0.811660670706756	0.0	desT	most stable
PA1955	PA14_39230	0.8330907934251396	0.0	fapB	most stable
PA0465	PA14_06080	0.3428276398027934	2.137755943799022e-147	creD
PA4642	PA14_61430	0.5704662032623915	0.0		most stable
PA3297	PA14_21400	0.8619740235554725	0.0		most stable
PA4861	PA14_64300	0.6116776341213854	0.0		most stable
PA5330	PA14_70360	0.6334912831893424	0.0		most stable
PA2793	PA14_28000	0.7847720690373521	0.0		most stable
PA4083	PA14_11090	0.8556318265726286	0.0	cupB4	most stable
PA5297	PA14_69925	0.5495549992075343	0.0	poxB	most stable
PA2740	PA14_28690	0.831128974382165	0.0	pheS	most stable
PA0146	PA14_01800	0.6778155765092879	0.0		most stable
PA5452	PA14_71970	0.5258593773243846	0.0	wbpW	most stable
PA0279	PA14_03630	0.7871826144714597	0.0		most stable
PA2122	PA14_37130	0.4146260365301296	2.4743498112260727e-221
PA2458	PA14_32830	0.2206307653944981	5.641371047273743e-60
PA3277	PA14_21640	0.6878895652388802	0.0		most stable
PA1196	PA14_48830	0.3705193094275364	1.024464867505345e-173	ddaR
PA4290	PA14_55750	0.4754286917033592	7.25761814505929e-300
PA3430	PA14_19700	0.7407663752312228	0.0		most stable
PA4917	PA14_64940	0.4845918921572011	3.8029534229e-313	nadD2
PA0686	PA14_55440	0.7409222027605182	0.0	hxcR	most stable
PA4876	PA14_64480	0.7125252355083735	0.0	osmE	most stable
PA0272	PA14_03530	0.38811332514480434	7.698187997514706e-192
PA2860	PA14_27120	0.5033474255758911	0.0		most stable
PA5425	PA14_71600	0.8690355248345133	0.0	purK	most stable
PA5016	PA14_66310	0.7199997449749611	0.0	aceF	most stable
PA4572	PA14_60500	0.4516366370865389	3.2311756797731228e-267	fklB
PA0584	PA14_07620	0.6075329725011319	0.0	cca	most stable
PA2494	PA14_32390	0.437299925789103	9.230190821944295e-249	mexF
PA4174	PA14_09910	0.7256809779778968	0.0		most stable
PA1521	PA14_44770	0.433159263093941	1.355874657628887e-243
PA3844	PA14_14290	0.5767429086310066	0.0		most stable
PA4897	PA14_64710	0.8209187988979566	0.0		most stable
PA3847	PA14_14250	0.4918379458268428	5e-324
PA0252	PA14_03110	0.652756027432046	0.0		most stable
PA2822	PA14_27570	0.7140082166629366	0.0		most stable
PA2810	PA14_27800	0.20141512374938164	4.433761371208004e-50	copS
PA4279	PA14_08630	0.7596827742162695	0.0		most stable
PA5222	PA14_68970	0.6688348183775242	0.0		most stable
PA1886	PA14_40120	0.4440431091844212	2.483652288171007e-257	polB
PA3807	PA14_14820	0.8426360385441013	0.0	ndk	most stable
PA0250	PA14_03090	0.47863145028471576	1.84009872626943e-304
PA5023	PA14_66410	0.6831295541632201	0.0		most stable
PA4696	PA14_62160	0.6783172554096535	0.0	ilvI	most stable
PA0667	PA14_08540	0.6738158738794999	0.0		most stable
PA2312	PA14_34730	0.6219467390248321	0.0		most stable
PA5453	PA14_71990	0.6019937799444716	0.0	gmd	most stable
PA3942	PA14_12870	0.5742679669247148	0.0	tesB	most stable
PA5047	PA14_66690	0.5400590832055996	0.0		most stable
PA2108	PA14_37340	0.5407638116763084	0.0		most stable
PA0910	PA14_52490	0.5304738487029144	0.0	alpD	most stable
PA4220	PA14_09350	0.7421029021439427	0.0		most stable
PA1625	PA14_43510	0.40922227203413736	4.2127048845507125e-215
PA3819	PA14_14660	0.5765386858853803	0.0		most stable
PA2880	PA14_26850	0.6074891176153575	0.0		most stable
PA1144	PA14_49610	0.8696283604811241	0.0		most stable
PA0638	PA14_08260	0.44360425112371465	9.094336229222586e-257
PA3311	PA14_21190	0.8265230609079242	0.0	nbdA	most stable
PA4894	PA14_64680	0.7515777081360326	0.0		most stable
PA2207	PA14_36170	0.8797381491156061	0.0		most stable
PA4689	PA14_62020	0.7445698463810452	0.0		most stable
PA5010	PA14_66230	0.8312927309815914	0.0	waaG	most stable
PA3493	PA14_18900	0.683419159685878	0.0		most stable
PA4603	PA14_60900	0.29332724484043743	1.2805169390662474e-106
PA1533	PA14_44620	0.4724123603760119	1.3952561391558853e-295
PA4411	PA14_57330	0.7522052678939826	0.0	murC	most stable
PA0918	PA14_52380	0.5194856374775768	0.0		most stable
PA3418	PA14_19870	0.7976492963070525	0.0	ldh	most stable
PA2109	PA14_37320	0.030732041726438397	0.024598483146615155		least stable
PA1220	PA14_48540	0.6004534786393472	0.0		most stable
PA4477	PA14_58100	0.48634101173677285	9.96992517e-316	cafA
PA4500	PA14_58390	0.5975507728628798	0.0	dppA3	most stable
PA5230	PA14_69060	0.5331311673657777	0.0		most stable
PA4360	PA14_56700	0.6328913271031493	0.0		most stable
PA4662	PA14_61660	0.8140821874272007	0.0	murI	most stable
PA3898	PA14_13470	0.19573317034732327	2.4363861124255133e-47		least stable
PA0892	PA14_52750	0.4381390132091064	8.115886500516655e-250	aotP
