PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA14_17050	PA3657	0.5522393131780433	0.0	map	most stable
PA14_02900	PA0235	0.8732934684243923	0.0	pcaK	most stable
PA14_31300	PA2569	0.592599885723201	0.0		most stable
PA14_38660	PA1999	0.6031609017214566	0.0		most stable
PA14_72850	PA5522	0.7488158558035315	0.0		most stable
PA14_58250	PA4489	0.7227503841972608	0.0		most stable
PA14_69950	PA5299	0.32846328406623987	9.808162378054556e-135
PA14_25920	PA2948	0.4211371445883291	5.941675275997767e-229	cobM
PA14_24400	PA3073	0.7067739274195476	0.0		most stable
PA14_47120	PA1324	0.7533834938355445	0.0		most stable
PA14_33810	PA2386	0.6428747875105947	0.0	pvdA	most stable
PA14_46250	PA1407	0.5940125858258543	0.0		most stable
PA14_03530	PA0272	0.38779386934865234	1.823730644993203e-191
PA14_61820	PA4673	0.825217645948787	0.0		most stable
PA14_62570	PA4728	0.8182199706893107	0.0	folK	most stable
PA14_38770	PA1990	0.7869700152998758	0.0		most stable
PA14_50880	PA1041	0.8120938223959762	0.0		most stable
PA14_70640	PA5351	0.2001075958870427	1.9663614973425403e-49	rubA1
PA14_38950	PA1977	0.7184782287978421	0.0		most stable
PA14_47040	PA1331	0.33323649440647574	7.380915510133e-139
PA14_34880	PA2299	0.4111533768192522	2.826456645444175e-217
PA14_62160	PA4696	0.678220414495721	0.0	ilvI	most stable
PA14_22990	PA3189	0.4302405422782741	5.967806067298422e-240
PA14_72090	PA5463	0.7185170785771048	0.0		most stable
PA14_24050	PA3099	0.613538720468635	0.0	xcpV	most stable
PA14_70080	PA5308	0.6401499092001287	0.0	lrp	most stable
PA14_37550	PA2085	0.6195780278206225	0.0		most stable
PA14_05740	PA0439	0.23843818682153609	5.130742397455572e-70
PA14_64190	PA4853	0.816304332563661	0.0	fis	most stable
PA14_66410	PA5023	0.6834273955342526	0.0		most stable
PA14_48600	PA1215	0.37626267593824514	1.779161062794601e-179
PA14_21980	PA3248	0.32088232086529944	2.453295543184206e-128
PA14_46960	PA1338	0.6591741304564817	0.0	ggt	most stable
PA14_43580	PA1619	0.36089497637472906	3.0742775074490347e-164
PA14_17790	PA3594	0.5271989022680406	0.0		most stable
PA14_26485	PA2906	0.6739909819494908	0.0		most stable
PA14_24445	PA3068	0.6923675051715615	0.0	gdhB	most stable
PA14_61580	PA4655	0.5437687118256079	0.0	hemH	most stable
PA14_63120	PA4774	0.31304903205892376	6.441902492440522e-122
PA14_21110	PA3319	0.6860232153813313	0.0	plcN	most stable
PA14_39240	PA1954	0.8386395077190891	0.0		most stable
PA14_60320	PA4556	0.32458064222080885	1.9563394491538302e-131	pilE
PA14_21750	PA3267	0.44971693781963185	1.2062608987740142e-264
PA14_44190	PA1569	0.8731744089976267	0.0		most stable
PA14_03490	PA0269	0.6892617707541262	0.0		most stable
PA14_35330	PA2262	0.47428057651664984	3.563020576447109e-298
PA14_67150	PA5084	0.03998738182956395	0.0034471727575661145		least stable
PA14_58170	PA4482	0.7590164528645853	0.0	gatC	most stable
PA14_68250	PA5166	0.7217016347105422	0.0		most stable
PA14_57820	PA4451	0.7724895843585619	0.0		most stable
PA14_72630	PA5504	0.8496110868896941	0.0		most stable
PA14_03650	PA0280	0.5375978091586019	0.0	cysA	most stable
PA14_05430	PA0417	0.7358380625982253	0.0		most stable
PA14_58510	PA4508	0.032731300327975506	0.01667836255799952		least stable
PA14_63550	PA4809	0.5470040781965027	0.0	fdhE	most stable
PA14_46650	PA1364	0.7277669636272018	0.0		most stable
PA14_20470	PA3370	0.7213205937783922	0.0		most stable
PA14_24710	PA3045	0.7026943588931884	0.0		most stable
PA14_32880	PA2454	0.7523999060238415	0.0		most stable
PA14_37320	PA2109	0.03088164965420359	0.023921580966239		least stable
PA14_64140	PA4850	0.7851058762982166	0.0	prmA	most stable
PA14_02610	PA0213	0.7334702555330666	0.0		most stable
PA14_62910	PA4756	0.8273305004056083	0.0	carB	most stable
PA14_27940	PA2798	0.5732384079444269	0.0		most stable
PA14_65590	PA4963	0.6095285159782452	0.0		most stable
PA14_16660	PA3690	0.3398386953865068	1.1015682654645827e-144
PA14_08810	PA4267	0.8141970116332102	0.0	rpsG	most stable
PA14_00640	PA0051	0.6500927767745306	0.0	phzH	most stable
PA14_24140	PA3094	0.4067261395511276	3.1880728885021993e-212
PA14_33160	PA2433	0.6640755122923405	0.0		most stable
PA14_26870	PA2878	0.7463438221113858	0.0		most stable
PA14_17520	PA3618	0.15449670562830678	6.31852734202653e-30		least stable
PA14_68630	PA5195	0.6398145301221949	0.0		most stable
PA14_39350	PA1946	0.4658183005462569	2.59609502290841e-286	rbsB
PA14_26770	PA2884	0.33812699902497206	3.683430498292075e-143
PA14_50360	PA1086	0.6491551730448861	0.0	flgK	most stable
PA14_18880	PA3495	0.7033640050175439	0.0	nth	most stable
PA14_19390	PA3457	0.5864838807484654	0.0		most stable
PA14_37030	PA2130	0.7756503220964615	0.0	cupA3	most stable
PA14_63090	PA4771	0.5983762558269626	0.0	lldD	most stable
PA14_21520	PA3288	0.25166111162425675	4.817238833366012e-78
PA14_27520	PA2826	0.39793260069376035	2.059442519882219e-202
PA14_42380	PA1714	0.493372219196415	0.0
PA14_48730	PA1205	0.6292527438776695	0.0		most stable
PA14_41220	PA1803	0.6865996253108396	0.0	lon	most stable
PA14_49260	PA1173	0.7388624975984468	0.0	napB	most stable
PA14_64100	PA4847	0.6480231120084878	0.0	accB	most stable
PA14_69550	PA5266	0.608136845071457	0.0		most stable
PA14_46660	PA1363	0.6975516846034707	0.0		most stable
PA14_37680	PA2075	0.5173179136503593	0.0		most stable
PA14_40170	PA1882	0.5915214440957854	0.0		most stable
PA14_29620	PA2665	0.39040482012528294	3.0097798023292974e-194
PA14_43660	PA1612	0.7298401066439018	0.0		most stable
PA14_16970	PA3664	0.7150376492089845	0.0		most stable
PA14_27150	PA2857	0.3403836698965406	3.586640424746811e-145
PA14_07630	PA0585	0.5796895308923612	0.0		most stable
PA14_64560	PA4884	0.21809848530335754	1.3247890088549458e-58
PA14_66600	PA5038	0.7061419474597639	0.0	aroB	most stable
PA14_24940	PA3026	0.3380375029751145	4.422639958697737e-143
PA14_16580	PA3697	0.5990452863755337	0.0		most stable
PA14_33500	PA2413	0.5813553869930469	0.0	pvdH	most stable
PA14_60730	PA4589	0.24885859885596945	2.6595103421885467e-76
PA14_61480	PA4647	0.7527281384026504	0.0	uraA	most stable
PA14_37660	PA2076	0.40333978980677543	2.0728252704247732e-208
PA14_06280	PA0481	0.44571642216282675	1.9335314468237883e-259
PA14_71840	PA5441	0.7960227663536563	0.0		most stable
PA14_48020	PA1252	0.8501461608926371	0.0		most stable
PA14_21080	PA3321	0.6508345248623132	0.0		most stable
PA14_44390	PA1552.1	0.7614123433999531	0.0		most stable
PA14_41750	PA1764	0.7369269769677065	0.0		most stable
PA14_25230	PA3002	0.7980163071512327	0.0	mfd	most stable
PA14_46750	PA1356	0.862638082558243	0.0		most stable
PA14_61960	PA4684	0.8451338403034608	0.0		most stable
PA14_13460	PA3899	0.4007000248789747	1.8126667408256416e-205
PA14_71940	PA5450	0.6377612276744883	0.0	wzt	most stable
PA14_04310	PA0330	0.7680344608542633	0.0	rpiA	most stable
PA14_70040	PA5304	0.7793610234201651	0.0	dadA	most stable
PA14_17170	PA3647	0.7981667167465052	0.0		most stable
PA14_08490	PA0663	0.774208264730433	0.0		most stable
PA14_26130	PA2932	0.48825065177842236	1.668504e-318	morB
PA14_71030	PA5378	0.5135289083238433	0.0		most stable
PA14_00440	PA0035	0.3565562842319412	4.3676163635737636e-160	trpA
PA14_64390	PA4868	0.6141647401638706	0.0	ureC	most stable
PA14_29180	PA2704	0.6784976155361423	0.0		most stable
PA14_51480	PA0991	0.3295313928130522	1.189279655441092e-135
PA14_04380	PA0335	0.7847844235436408	0.0		most stable
PA14_18700	PA3528	0.7652499666290088	0.0	rnt	most stable
PA14_36320	PA2194	0.5620261838432753	0.0	hcnB	most stable
PA14_14660	PA3819	0.5764441003638522	0.0		most stable
PA14_48950	PA0722	0.28634938524161674	1.8352154059413676e-101
PA14_62480	PA4722	0.14603234587587574	7.014115920275038e-27		least stable
PA14_32490	PA2485	0.36302847471932764	2.6418899610521903e-166
PA14_03070	PA0248	0.5228842203922062	0.0		most stable
PA14_58860	PA4537	0.2434051657467777	5.6460916777787735e-73
PA14_30130	PA2628	0.5256467127578534	0.0		most stable
PA14_02720	PA0222	0.8715801486705385	0.0		most stable
PA14_34810	PA2305	0.7475940613289408	0.0		most stable
PA14_51490	PA0990	0.5181765135002243	0.0		most stable
PA14_09870	PA4178	0.6055287727107987	0.0	eftM	most stable
PA14_71020	PA5377	0.47167105728522174	1.7602844583546315e-294
PA14_11860	PA4019	0.49639315823603924	0.0
PA14_32670	PA2471	0.8510095577559983	0.0		most stable
PA14_16150	PA3731	0.36679623484956425	5.43115096350985e-170
PA14_41000	PA1820	0.3915227373071241	1.9030525756859704e-195	nhaB
PA14_30840	PA2571	0.8230257766814625	0.0		most stable
PA14_68570	PA5191	0.4983328476811275	0.0
PA14_71600	PA5425	0.8690869139847631	0.0	purK	most stable
PA14_45720	PA1449	0.3065000979379042	1.0672934391198858e-116	flhB
PA14_60810	PA4596	0.30869526928033	1.9663269194190212e-118
PA14_47860	PA1266	0.8228503141810061	0.0		most stable
PA14_37590	PA2081	0.464905747622331	4.717193575079472e-285	kynB
PA14_32640	PA2474	0.8499500034574203	0.0		most stable
PA14_69030	PA5227	0.6653187415811909	0.0		most stable
PA14_12370	PA3978	0.5600898868965927	0.0		most stable
PA14_10710	PA4116	0.6949539620296359	0.0		most stable
PA14_33860	PA2382	0.31107419357591576	2.494275280747844e-120	lldA
PA14_49920	PA1117	0.4668977156752097	8.312411679342242e-288
PA14_44850	PA1515	0.5747581135728774	0.0	alc	most stable
PA14_20290	PA3385	0.6999484648286313	0.0		most stable
PA14_71100	PA5383	0.4538729800762917	3.9798280809448254e-270
PA14_62440	PA4719	0.8330082090881054	0.0		most stable
PA14_13530	PA3893	0.5499989581106641	0.0		most stable
PA14_60380	PA4561	0.8295602582513731	0.0	ribF	most stable
PA14_64910	PA4914	0.7950755092256684	0.0		most stable
PA14_13690	PA3882	0.6794510474281552	0.0		most stable
PA14_29850	PA2649	0.8265873357056064	0.0	nuoN	most stable
PA14_20690	PA3354	0.8174533147641523	0.0		most stable
PA14_36920	PA2137	0.6939201243614633	0.0		most stable
PA14_17370	PA3631	0.8336602512111112	0.0		most stable
PA14_05000	PA0382	0.8415686380073845	0.0	trmB	most stable
PA14_28240	PA2772	0.4240834571205359	1.784046565453076e-232
PA14_30580	PA2591	0.713823125318242	0.0		most stable
PA14_35270	PA2266	0.5613088876894579	0.0		most stable
PA14_58530	PA4510	0.6076142786030562	0.0		most stable
PA14_35630	PA2240	0.04721904713003778	0.0005518267243307197	pslJ	least stable
PA14_07810	PA0599	0.46951105865846243	1.9004974381883445e-291
PA14_17320	PA3635	0.7810737994289709	0.0	eno	most stable
PA14_36700	PA2154	0.6983198848620183	0.0		most stable
PA14_46270	PA1405	0.6159103500800232	0.0		most stable
PA14_11490	PA4048	0.36013310305406276	1.6658080679474942e-163
PA14_58820	PA4533	0.4737091172358178	2.309208960900709e-297
PA14_14590	PA3824	0.8724466284145422	0.0	queA	most stable
PA14_60900	PA4603	0.29345615526080016	1.0732249827382026e-106
PA14_46840	PA1348	0.7215851518928154	0.0		most stable
PA14_53310	PA0847	0.7674969497006238	0.0		most stable
PA14_05300	PA0406	0.8065804877603433	0.0		most stable
PA14_29150	PA2706	0.3659064791774586	4.074400493311549e-169
PA14_69795	PA5287	0.640678009988574	0.0	amtB	most stable
PA14_19830	PA3421	0.6533721593718853	0.0		most stable
PA14_42460	PA1707	0.499600431605324	0.0	pcrH
PA14_07730	PA0592	0.8121871376604336	0.0	ksgA	most stable
PA14_53850	PA0804	0.8242288809802287	0.0		most stable
PA14_46950	PA1339	0.7323995617565784	0.0		most stable
PA14_15190	PA3780	0.5915566411391785	0.0		most stable
PA14_68920	PA5218	0.774827899825487	0.0		most stable
PA14_48030	PA1251	0.7425783378757813	0.0		most stable
PA14_40830	PA1833	0.45150587186845376	5.386161532869951e-267
PA14_25150	PA3008	0.3011552811885959	1.5475456247854703e-112
PA14_34690	PA2316	0.5126708663467281	0.0		most stable
PA14_12750	PA3951	0.5513755327873631	0.0		most stable
PA14_69390	PA5255	0.5957243483386155	0.0	algQ	most stable
PA14_48810	PA1197	0.45472711489774165	2.9096668737345005e-271
PA14_07850	PA0602	0.5022717239680551	0.0		most stable
PA14_68060	PA5152	0.8053894604494573	0.0		most stable
PA14_68560	PA5190	0.7077308301339116	0.0		most stable
PA14_44311	PA1559	0.3306378358982863	1.3249582671413063e-136
PA14_58600	PA4516	0.08858075082453172	8.631812313978941e-11		least stable
PA14_39200	PA1958	0.7816526002740128	0.0		most stable
PA14_32790	PA2462	0.6823102603478877	0.0		most stable
PA14_63350	PA4794	0.3263641869368115	6.048220428013549e-133
PA14_35390	PA2257	0.8657730139916217	0.0	pvcD	most stable
PA14_09320	PA4222	0.7679271404183593	0.0		most stable
PA14_58850	PA4536	0.7717777611923345	0.0		most stable
PA14_44930	PA1508	0.5619175464136937	0.0		most stable
PA14_30810	PA2574	0.2978468007549153	5.26896624934572e-110	alkB1
PA14_43890	PA1593	0.6827002361118983	0.0		most stable
PA14_28110	PA2782	0.6085413480792261	0.0		most stable
PA14_25990	PA2942	0.4429226052369891	7.587720922174828e-256
PA14_45350	PA1477	0.7432504539719527	0.0	ccmC	most stable
PA14_49570	PA1147	0.7620032305326815	0.0		most stable
PA14_23460	PA3145	0.6984698055376676	0.0	orfN	most stable
PA14_40960	PA1822	0.7425803520061779	0.0		most stable
PA14_52870	PA0882	0.5460114482772118	0.0		most stable
PA14_40700	PA1841	0.555141673784425	0.0		most stable
PA14_13190	PA3919	0.5458770929668773	0.0		most stable
PA14_72930	PA5528	0.4307299559365225	1.4958780989372382e-240
PA14_69710	PA5280	0.7028271115167549	0.0	xerC	most stable
PA14_68955	PA5221	0.29126058782662273	4.608227610824665e-105
PA14_69040	PA5228	0.3639839131114836	3.10203122368232e-167
PA14_35550	PA2245	0.6965435606686786	0.0	pslO	most stable
PA14_69090	PA5232	0.6262241755237832	0.0		most stable
PA14_21160	PA3314	0.593924227933866	0.0		most stable
PA14_07355	PA0565	0.4302526564500374	5.767033756079522e-240
PA14_40440	PA1859	0.5476672123564393	0.0		most stable
PA14_54590	PA0750	0.7084479911678725	0.0	ung	most stable
PA14_70940	PA5372	0.32803444615342314	2.28265539507847e-134	betA
PA14_21770	PA3265	0.6063355044532385	0.0		most stable
PA14_61120	PA4618	0.514400532382949	0.0		most stable
PA14_11590	PA4040	0.7378091280743393	0.0		most stable
PA14_61390	PA4639	0.07981439119900997	5.072091178307433e-09		least stable
PA14_13510	PA3895	0.254250449617164	1.1316372993734114e-79
PA14_09000	PA4248	0.8504797529583884	0.0	rplF	most stable
PA14_32940	PA2449	0.5116134833328567	0.0		most stable
PA14_68400	PA5178	0.5931024777471545	0.0		most stable
PA14_33060	PA2440	0.34707601914040875	3.088650684379807e-151
PA14_52900	PA0879	0.448053906414622	1.7931522449667633e-262
PA14_52890	PA0880	0.5185414095691869	0.0		most stable
PA14_47760	PA1273	0.7225178457210633	0.0	cobB	most stable
PA14_63470	PA4803	0.47516259385924947	1.977209227030578e-299
PA14_31530	PA2553	0.5812909780788058	0.0		most stable
PA14_18720	PA3526	0.37372121138100634	6.728177318806312e-177
PA14_70850	PA5368	0.5166625672319057	0.0	pstC	most stable
PA14_12980	PA3934	0.5983458947093802	0.0		most stable
PA14_54120	PA0785	0.6745000599724953	0.0		most stable
PA14_48740	PA1204	0.7105796460080785	0.0		most stable
PA14_66980	PA5070	0.7405107902693256	0.0	tatC	most stable
PA14_52730	PA0894	0.2198112173819055	1.6004943559722023e-59
PA14_48150	PA1244	-0.1846245017282665	3.23297103651465e-42		least stable
PA14_54570	PA0752	0.3590147968449918	1.9733688599686324e-162
PA14_11550	PA4044	0.8546538035616781	0.0	dxs	most stable
PA14_18370	PA3552	0.4633304190888213	6.897811686629228e-283
PA14_06580	PA0505	0.4825289378104932	4.6033449435122e-310
PA14_21470	PA3292	0.8140773219638304	0.0		most stable
PA14_55440	PA0686	0.7409609787199983	0.0	hxcR	most stable
PA14_16740	PA3682	0.7438823361116983	0.0		most stable
PA14_71380	PA5408	0.5261834895697199	0.0		most stable
PA14_56010	PA4310	0.1693445339642418	1.0686607241876986e-35	pctB	least stable
PA14_42660	PA1690	0.5319640123018128	0.0	pscU	most stable
PA14_07960	PA0611	0.611003842476869	0.0	prtR	most stable
PA14_70390	PA5332	0.669260742900717	0.0	crc	most stable
PA14_16800	PA3677	0.2088922284535043	8.35857684540713e-54
PA14_35380	PA2258	0.24418035040696628	1.92254647911535e-73	ptxR
PA14_29240	PA2698	0.4502956743344445	2.102234946274322e-265
PA14_49100	PA1185	0.8117446409668768	0.0		most stable
PA14_35080	PA2280	0.2954213417782679	3.604624122183733e-108
PA14_65390	PA4949	0.6894457125884119	0.0		most stable
PA14_08820	PA4266	0.8292598492548389	0.0	fusA1	most stable
PA14_43810	PA1600	0.49532066375546874	0.0
PA14_22700	PA3209	0.5628066366148563	0.0		most stable
PA14_03550	PA0273	0.866369992421891	0.0		most stable
PA14_32690	PA2470	0.8675806533836588	0.0	gtdA	most stable
PA14_43820	PA1599	0.6113752893370157	0.0		most stable
PA14_66400	PA5022	0.6853567368565231	0.0		most stable
PA14_40490	PA1857	0.3253338948840727	4.51898766816399e-132
PA14_69310	PA5249	0.29526651182996455	4.714126433159177e-108
PA14_18630	PA3535	0.6174611036725516	0.0		most stable
PA14_32340	PA2499	0.7067547920201408	0.0		most stable
PA14_67030	PA5074	0.8475651247657949	0.0		most stable
PA14_29490	PA2677	0.8390396258620386	0.0		most stable
PA14_08000	PA0615	0.6535059195663334	0.0		most stable
PA14_64870	PA4910	0.7363481278296256	0.0		most stable
PA14_39070	PA1969	0.27983165330714405	8.526637553176504e-97
PA14_34200	PA2355	0.7491373770830825	0.0		most stable
PA14_72980	PA5532	0.4301748776385289	7.183968946563427e-240
PA14_46720	PA1358	0.6338797841460991	0.0		most stable
PA14_71070	PA5380	0.4819358297618269	3.379700371658927e-309
PA14_42480	PA1705	0.41813906530298856	2.1005451149030678e-225	pcrG
PA14_13230	PA3918	0.19268323069892365	6.778737340042729e-46	moaC	least stable
PA14_66900	PA5063	0.7325491679225815	0.0	ubiE	most stable
PA14_39870	PA1906	0.5203623522047393	0.0		most stable
PA14_67620	PA5120	0.7059692816057013	0.0		most stable
PA14_69770	PA5285	0.2646505175277227	2.0858388382203884e-86	sutA
PA14_13240	PA3917	0.22914793088294047	1.1530215388216792e-64	moaD
PA14_23540	PA3135	0.5658710074845015	0.0	act	most stable
PA14_06350	PA0488	0.5470470249349427	0.0		most stable
PA14_21280	PA3305	0.6657106277775546	0.0		most stable
PA14_50080	PA1105	0.32838565998197095	1.1429724341140385e-134	fliJ
PA14_44920	PA1509	0.624303548279543	0.0		most stable
PA14_25390	PA2991	0.8042865312074153	0.0	sth	most stable
PA14_25220	PA3003	0.73852375208509	0.0		most stable
PA14_46280	PA1404	0.7559717256538844	0.0		most stable
PA14_30790	PA2576	0.36583593170237866	4.7789888385211744e-169
PA14_61880	PA4678	0.8049108178157864	0.0	rimI	most stable
PA14_41210	PA1804	0.7179837429681719	0.0	hupB	most stable
PA14_64700	PA4896	0.6728344940045785	0.0		most stable
PA14_39860	PA1907	0.7693686063771046	0.0		most stable
PA14_21720	PA3269	0.5597323398987115	0.0		most stable
PA14_24590	PA3055	0.6143525066707702	0.0		most stable
PA14_19120	PA3477	0.7273259212733592	0.0	rhlR	most stable
PA14_26570	PA2899	-0.05266830487475761	0.00011648485313026093		least stable
PA14_36150	PA2208	0.881441818808134	0.0		most stable
PA14_26010	PA2940	0.775329541571837	0.0		most stable
PA14_14910	PA3800	0.8222713662146673	0.0		most stable
PA14_61850	PA4675	0.7836470626618642	0.0		most stable
PA14_72590	PA5501	0.5338044774185794	0.0	znuB	most stable
PA14_07800	PA0598	0.6984263725235405	0.0		most stable
PA14_65560	PA4960	0.8416299563358958	0.0	serB	most stable
PA14_10550	PA4130	0.6832045483013022	0.0		most stable
PA14_23480	PA3140	0.36317520642165046	1.902196151902701e-166
PA14_38510	PA2009	0.5776651192936926	0.0	hmgA	most stable
PA14_68340	PA5172	0.6472906093644794	0.0	arcB	most stable
PA14_40790	PA1836	0.6602692143006962	0.0		most stable
PA14_72760	PA5514	0.17248162362006492	5.478485524215014e-37		least stable
PA14_39220	PA1956	0.8603699506338793	0.0		most stable
PA14_16700	PA3686	0.7562670308535684	0.0	adk	most stable
PA14_45090	PA1495	0.697155353188967	0.0		most stable
PA14_13940	PA3866	0.3940796307696362	3.306420770827208e-198
PA14_36605	PA2162	0.6544548517938376	0.0		most stable
PA14_38060	PA2045	0.24917818236829817	1.6875771868207224e-76
PA14_47730	PA1275	0.7397751076975859	0.0	cobD	most stable
PA14_67190	PA5088	0.7710015697474906	0.0		most stable
PA14_38900	PA1980	0.7299119860862568	0.0		most stable
PA14_66170	PA5005	0.8237588857153252	0.0		most stable
PA14_54370	PA0767	0.855874635131177	0.0	lepA	most stable
PA14_43730	PA1606	0.5363546575700285	0.0		most stable
PA14_62420	PA4717	0.5277755606850356	0.0		most stable
PA14_67830	PA5136	0.8435834693457969	0.0		most stable
PA14_30190	PA2623	0.7664469501916787	0.0	icd	most stable
PA14_39230	PA1955	0.8331111636277441	0.0		most stable
PA14_43290	PA1641	0.779792242231938	0.0		most stable
PA14_56540	PA4348	0.702029700763683	0.0		most stable
PA14_04750	PA0362	0.7491948710549797	0.0	fdx1	most stable
PA14_01150	PA0094	0.6007142214218255	0.0		most stable
PA14_41190	PA1805	0.8287637149354575	0.0	ppiD	most stable
PA14_61200	PA4625	0.34873723537634915	9.142699210800545e-153
PA14_34790	PA2307	0.7051381445541274	0.0		most stable
PA14_16690	PA3687	0.7740438740552685	0.0	ppc	most stable
PA14_16390	PA3710	0.5878099881994383	0.0		most stable
PA14_22930	PA3193	0.6247623722005075	0.0	glk	most stable
PA14_05160	PA0394	0.7947342814020946	0.0		most stable
PA14_16550	PA3699	0.5710269262846764	0.0		most stable
PA14_01930	PA0155	0.6137150180500135	0.0	pcaR	most stable
PA14_30310	PA2614	0.7733810192994113	0.0	lolA	most stable
PA14_50060	PA1107	0.6553814714290161	0.0		most stable
PA14_37780	PA2066	0.7812860567419357	0.0		most stable
PA14_04630	PA0353	0.734695512248549	0.0	ilvD	most stable
PA14_32590	PA2478	0.3392736188762452	3.5178184711214786e-144
PA14_26550	PA2901	0.7457834173239569	0.0		most stable
PA14_02230	PA0177	0.7651714399166115	0.0	cheW	most stable
PA14_61080	PA4616	0.33441927860484727	6.83710187113726e-140
PA14_41910	PA1751	0.5424530936417185	0.0		most stable
PA14_35010	PA2287	0.46633335401526615	5.033050735553406e-287
PA14_40370	PA1865	0.021289105860813326	0.11954523446246332		least stable
PA14_32520	PA2483	0.6692841062703984	0.0		most stable
PA14_38360	PA2022	0.6767105362397792	0.0		most stable
PA14_53510	PA0832	0.4283307214069231	1.292057491424584e-237
PA14_44470	PA1546	0.5901119500327381	0.0	hemN	most stable
PA14_17480	PA3622	0.6173214429478191	0.0	rpoS	most stable
PA14_65640	PA4966	0.8500328939813458	0.0		most stable
PA14_11340	PA4061	0.6362752087502008	0.0		most stable
PA14_51300	PA1007	0.7060281972685126	0.0		most stable
PA14_45460	PA1467	0.562188697680518	0.0		most stable
PA14_02100	PA0168	0.660806703276138	0.0		most stable
PA14_09730	PA4188	0.8022939649350589	0.0		most stable
PA14_61210	PA4626	0.6544440200484611	0.0	hprA	most stable
PA14_07970	PA0612	0.4907561160510398	2.96e-322
PA14_37940	PA2054	0.6177847409063574	0.0	cynR	most stable
PA14_45870	PA1438	0.4932530716041575	0.0
PA14_18210	PA3564	0.21332687812697598	4.345874995241057e-56
PA14_49640	PA1141	0.6588627463029864	0.0		most stable
PA14_37220	PA2115	0.6518007822170195	0.0		most stable
PA14_06920	PA0530	0.5359032039658872	0.0		most stable
PA14_17040	PA3658	0.7999699279233147	0.0	glnD	most stable
PA14_52150	PA0936	0.6884963895724212	0.0	lpxO2	most stable
PA14_57100	PA4393	0.7120534315014181	0.0		most stable
PA14_22740	PA3205	0.23794095084919106	1.0060008960922932e-69
PA14_33990	PA2371	0.85860757743984	0.0	clpV3	most stable
PA14_56720	PA4361	0.4837073922033618	8.66396119371e-312
PA14_62740	PA4743	0.8255363761478447	0.0	rbfA	most stable
PA14_37990	PA2050	0.6622487547233136	0.0		most stable
PA14_58030	PA4470	0.7614881857477812	0.0	fumC	most stable
PA14_56130	PA4320	0.8215600239603089	0.0		most stable
PA14_65450	PA4954	0.5959194888665839	0.0	motA	most stable
PA14_62780	PA4746	0.7953622089976823	0.0		most stable
PA14_51920	PA0954	0.24237738183842214	2.3415872963141246e-72
PA14_58490	PA4506	0.5186435099463724	0.0	dppF	most stable
PA14_58630	PA4519	0.5115120543708412	0.0		most stable
PA14_05010	PA0383	0.7096268746882729	0.0		most stable
PA14_67750	PA5130	0.8008091176521073	0.0		most stable
PA14_52230	PA0931	0.5007558473066837	0.0		most stable
PA14_06880	PA0528	0.7031504386875511	0.0		most stable
PA14_72990	PA5533	0.21560078924337617	2.796876618680719e-57
PA14_11480	PA4049	0.5167633071566448	0.0		most stable
PA14_24960	PA3024	0.3342658354778155	9.314775460113346e-140
PA14_14940	PA3798	0.8322233543170563	0.0		most stable
PA14_30160	PA2625	0.45095362840453695	2.8726006832149305e-266
PA14_08920	PA4256	0.8420990804062588	0.0	rplP	most stable
PA14_21180	PA3312	0.677597762745936	0.0		most stable
PA14_51170	PA1017	0.6498073610970851	0.0	pauA	most stable
PA14_12120	PA3997	0.8158414975291237	0.0	lipB	most stable
PA14_33260	PA2426	0.3885888269312363	2.6089773375053493e-192	pvdS
PA14_20350	PA3381	0.6054134406124468	0.0	phnF	most stable
PA14_24430	PA3070	0.5726391971817034	0.0		most stable
PA14_71680	PA5431	0.8683627430484221	0.0		most stable
PA14_40060	PA1891	0.6551483328389173	0.0		most stable
PA14_45510	PA1463	0.672055527794742	0.0		most stable
PA14_45980	PA1428	0.697287872634492	0.0		most stable
PA14_50690	PA1058	0.4976336588542651	0.0	shaB
PA14_62430	PA4718	0.45553716142412476	2.4180255131615405e-272
PA14_29575	PA2668	0.6975618973548643	0.0		most stable
PA14_27110	PA2861	0.8533559991292856	0.0	ligT	most stable
PA14_16040	PA3738	0.6891754269975771	0.0	xerD	most stable
PA14_71000	PA5376	0.6081938456522944	0.0		most stable
PA14_05590	PA0430	0.7615178212919423	0.0	metF	most stable
PA14_67250	PA5092	0.776386839591881	0.0	hutI	most stable
PA14_19670	PA3433	0.61235732915812	0.0		most stable
PA14_06070	PA0464	0.7739661361195928	0.0	creC	most stable
PA14_68080	PA5154	0.7416721080802887	0.0		most stable
PA14_43530	PA1623	0.6177272954080326	0.0		most stable
PA14_47370	PA1303	0.2575284680235535	9.209039066141166e-82
PA14_18810	PA3519	0.30331603756690295	3.2952946839928505e-114
PA14_36810	PA2147	0.5309648728323701	0.0	katE	most stable
PA14_58830	PA4534	0.3170092972268701	3.870968156368162e-125
PA14_12470	PA3971	0.6850147923387829	0.0		most stable
PA14_73220	PA5552	0.7398204242440701	0.0	glmU	most stable
PA14_33530	PA2410	0.23675084868600302	5.008678845528279e-69
PA14_67560	PA5117	0.866104425549187	0.0	typA	most stable
PA14_61650	PA4661	0.4823856605747961	7.45388477264456e-310	pagL
PA14_16310	PA3718	0.6451273221818344	0.0		most stable
